,jd,mag,mag_unc,filter,limmag,programid
0,44244.10022070947,81.1304619154374,0.1,g,inf,0.0
1,44244.10022070947,94.73232270503053,0.1,i,inf,0.0
2,44244.10022070947,204.48577196409602,0.1,r,inf,0.0
3,44244.60022070947,29.579356099677717,0.1,g,inf,0.0
4,44244.60022070947,26.21238274319106,0.1,i,inf,0.0
5,44244.60022070947,39.020312670631746,0.1,r,inf,0.0
6,44245.10022070947,29.409144745211318,0.1,g,inf,0.0
7,44245.10022070947,26.378393190177118,0.1,i,inf,0.0
8,44245.10022070947,39.27481154918615,0.1,r,inf,0.0
9,44245.60022070947,21.796249042809848,0.1,g,inf,0.0
10,44245.60022070947,23.814938654355764,0.1,i,inf,0.0
11,44245.60022070947,50.71372607351556,0.1,r,inf,0.0
12,44246.10022070947,16.37784659060049,0.1,g,inf,0.0
13,44246.10022070947,11.149119957054737,0.1,i,inf,0.0
14,44246.10022070947,41.252656039156854,0.1,r,inf,0.0
15,44246.60022070947,10.132673879666555,0.1,i,inf,0.0
16,44246.60022070947,31.786928469969162,0.1,r,inf,0.0
17,44246.60022070947,17.31615653703848,0.1,g,inf,0.0
18,44247.10022070947,26.714061596353105,0.1,r,inf,0.0
19,44247.10022070947,19.042888967861273,0.1,g,inf,0.0
20,44247.10022070947,12.240922965831903,0.1,i,inf,0.0
21,44247.60022070947,28.670990439186035,0.1,r,inf,0.0
22,44247.60022070947,21.383907012217854,0.1,g,inf,0.0
23,44247.60022070947,15.83098052030189,0.1,i,inf,0.0
24,44248.10022070947,27.81290839341771,0.1,r,inf,0.0
25,44248.10022070947,21.918397354723684,0.1,g,inf,0.0
26,44248.10022070947,20.48206465660237,0.1,i,inf,0.0
27,44248.60022070947,28.699106365377105,0.1,r,inf,0.0
28,44248.60022070947,22.730478433811754,0.1,g,inf,0.0
29,44248.60022070947,24.253366329050447,0.1,i,inf,0.0
30,44249.10022070947,28.912219278402173,0.1,r,inf,0.0
31,44249.10022070947,27.1871335449401,0.1,i,inf,0.0
32,44249.10022070947,22.42201910195513,0.1,g,inf,0.0
33,44249.60022070947,30.917593511604945,0.1,i,inf,0.0
34,44249.60022070947,30.752072097894374,0.1,r,inf,0.0
35,44249.60022070947,21.895843326782416,0.1,g,inf,0.0
36,44250.10022070947,34.64331073122857,0.1,i,inf,0.0
37,44250.10022070947,36.77451001349238,0.1,r,inf,0.0
38,44250.10022070947,23.14193028649418,0.1,g,inf,0.0
39,44250.60022070947,37.608095490787356,0.1,i,inf,0.0
40,44250.60022070947,42.45217343094755,0.1,r,inf,0.0
41,44250.60022070947,22.677188955254802,0.1,g,inf,0.0
42,44251.10022070947,41.595833401582674,0.1,i,inf,0.0
43,44251.10022070947,49.18902736496487,0.1,r,inf,0.0
44,44251.10022070947,23.892673506346476,0.1,g,inf,0.0
45,44251.60022070947,55.09882930721633,0.1,r,inf,0.0
46,44251.60022070947,22.561404657834913,0.1,g,inf,0.0
47,44251.60022070947,46.06749076608549,0.1,i,inf,0.0
48,44252.10022070947,22.57411281361555,0.1,g,inf,0.0
49,44252.10022070947,49.8578227944028,0.1,i,inf,0.0
50,44252.10022070947,61.845279126833056,0.1,r,inf,0.0
51,44252.60022070947,23.187273659809513,0.1,g,inf,0.0
52,44252.60022070947,53.4044326511153,0.1,i,inf,0.0
53,44252.60022070947,68.75730648209326,0.1,r,inf,0.0
54,44253.10022070947,23.263301199934496,0.1,g,inf,0.0
55,44253.10022070947,56.730478827568064,0.1,i,inf,0.0
56,44253.10022070947,73.72890467207881,0.1,r,inf,0.0
57,44253.60022070947,24.108444593218458,0.1,g,inf,0.0
58,44253.60022070947,59.95885791022711,0.1,i,inf,0.0
59,44253.60022070947,80.15279858567767,0.1,r,inf,0.0
60,44254.10022070947,63.1611949104017,0.1,i,inf,0.0
61,44254.10022070947,83.30707466076146,0.1,r,inf,0.0
62,44254.10022070947,23.15048794339263,0.1,g,inf,0.0
63,44254.60022070947,85.95321375888476,0.1,r,inf,0.0
64,44254.60022070947,23.831878102582966,0.1,g,inf,0.0
65,44254.60022070947,66.17556643576171,0.1,i,inf,0.0
66,44255.10022070947,92.36136754514683,0.1,r,inf,0.0
67,44255.10022070947,25.432516306420595,0.1,g,inf,0.0
68,44255.10022070947,68.33880988623125,0.1,i,inf,0.0
69,44255.60022070947,94.4083354855565,0.1,r,inf,0.0
70,44255.60022070947,26.076817845507907,0.1,g,inf,0.0
71,44255.60022070947,70.01539346015124,0.1,i,inf,0.0
72,44256.10022070947,99.08566882954923,0.1,r,inf,0.0
73,44256.10022070947,25.287550770264,0.1,g,inf,0.0
74,44256.10022070947,73.03811217424966,0.1,i,inf,0.0
75,44256.60022070947,25.8622645853961,0.1,g,inf,0.0
76,44256.60022070947,75.00311734681492,0.1,i,inf,0.0
77,44256.60022070947,103.23249102291568,0.1,r,inf,0.0
78,44257.10022070947,76.02088512296642,0.1,i,inf,0.0
79,44257.10022070947,104.8237279730413,0.1,r,inf,0.0
80,44257.10022070947,24.96540938031785,0.1,g,inf,0.0
81,44257.60022070947,77.86834338118484,0.1,i,inf,0.0
82,44257.60022070947,105.91388528941748,0.1,r,inf,0.0
83,44257.60022070947,26.154482734916954,0.1,g,inf,0.0
84,44258.10022070947,78.46506126936816,0.1,i,inf,0.0
85,44258.10022070947,104.7487337094789,0.1,r,inf,0.0
86,44258.10022070947,24.28139703103472,0.1,g,inf,0.0
87,44258.60022070947,78.48118155284456,0.1,i,inf,0.0
88,44258.60022070947,110.17575645310963,0.1,r,inf,0.0
89,44258.60022070947,26.271184848219658,0.1,g,inf,0.0
90,44259.10022070947,79.45299550438503,0.1,i,inf,0.0
91,44259.10022070947,27.128321157296075,0.1,g,inf,0.0
92,44259.10022070947,112.33633590328319,0.1,r,inf,0.0
93,44259.60022070947,80.0502347842244,0.1,i,inf,0.0
94,44259.60022070947,113.99387414162238,0.1,r,inf,0.0
95,44259.60022070947,25.378828212194772,0.1,g,inf,0.0
96,44260.10022070947,25.608934620090707,0.1,g,inf,0.0
97,44260.10022070947,79.79336001059478,0.1,i,inf,0.0
98,44260.10022070947,114.46428774744463,0.1,r,inf,0.0
99,44260.60022070947,26.323197057168738,0.1,g,inf,0.0
100,44260.60022070947,115.76621545820146,0.1,r,inf,0.0
101,44260.60022070947,80.20356959795133,0.1,i,inf,0.0
102,44261.10022070947,79.45853129374613,0.1,i,inf,0.0
103,44261.10022070947,27.66467419785644,0.1,g,inf,0.0
104,44261.10022070947,113.56096243257556,0.1,r,inf,0.0
105,44261.60022070947,114.12018338417631,0.1,r,inf,0.0
106,44261.60022070947,78.96805263929531,0.1,i,inf,0.0
107,44261.60022070947,26.073365464683366,0.1,g,inf,0.0
108,44262.10022070947,111.98418415353058,0.1,r,inf,0.0
109,44262.10022070947,78.80754256320493,0.1,i,inf,0.0
110,44262.10022070947,29.484593836909415,0.1,g,inf,0.0
111,44262.60022070947,78.98534487242657,0.1,i,inf,0.0
112,44262.60022070947,23.037128253227653,0.1,g,inf,0.0
113,44262.60022070947,111.73043005404766,0.1,r,inf,0.0
114,44263.10022070947,77.77136261307463,0.1,i,inf,0.0
115,44263.10022070947,28.275742334507893,0.1,g,inf,0.0
116,44263.10022070947,114.85338314371428,0.1,r,inf,0.0
117,44263.60022070947,78.33974338729212,0.1,i,inf,0.0
118,44263.60022070947,23.105453099780885,0.1,g,inf,0.0
119,44263.60022070947,110.64356994001471,0.1,r,inf,0.0
120,44264.10022070947,116.59517856579896,0.1,r,inf,0.0
121,44264.10022070947,21.86933488325168,0.1,g,inf,0.0
122,44264.10022070947,77.55217128278981,0.1,i,inf,0.0
