,jd,mag,mag_unc,filter,limmag,programid
0,44244.10021894505,79.38460269375716,0.1,g,inf,0.0
1,44244.10021894505,95.39634831207931,0.1,i,inf,0.0
2,44244.10021894505,201.65721578719783,0.1,r,inf,0.0
3,44244.60021894505,29.42953191996513,0.1,g,inf,0.0
4,44244.60021894505,25.08321964517178,0.1,i,inf,0.0
5,44244.60021894505,37.85138773763698,0.1,r,inf,0.0
6,44245.10021894505,28.91806388679319,0.1,g,inf,0.0
7,44245.10021894505,25.507994879403302,0.1,i,inf,0.0
8,44245.10021894505,40.06810358507693,0.1,r,inf,0.0
9,44245.60021894505,21.299935567128003,0.1,g,inf,0.0
10,44245.60021894505,21.390641488283915,0.1,i,inf,0.0
11,44245.60021894505,51.55063125569496,0.1,r,inf,0.0
12,44246.10021894505,16.672897624972528,0.1,g,inf,0.0
13,44246.10021894505,8.92797094081764,0.1,i,inf,0.0
14,44246.10021894505,40.32372746778298,0.1,r,inf,0.0
15,44246.60021894505,8.775586476940965,0.1,i,inf,0.0
16,44246.60021894505,31.894477852211605,0.1,r,inf,0.0
17,44246.60021894505,17.660738264987767,0.1,g,inf,0.0
18,44247.10021894505,27.732962218893356,0.1,r,inf,0.0
19,44247.10021894505,19.377047794236535,0.1,g,inf,0.0
20,44247.10021894505,11.317016606755896,0.1,i,inf,0.0
21,44247.60021894505,29.41030111306995,0.1,r,inf,0.0
22,44247.60021894505,21.40043653702143,0.1,g,inf,0.0
23,44247.60021894505,15.291175012364077,0.1,i,inf,0.0
24,44248.10021894505,27.90826293438406,0.1,r,inf,0.0
25,44248.10021894505,22.464859324590204,0.1,g,inf,0.0
26,44248.10021894505,19.87417270344298,0.1,i,inf,0.0
27,44248.60021894505,28.827080054426798,0.1,r,inf,0.0
28,44248.60021894505,22.35878150131374,0.1,g,inf,0.0
29,44248.60021894505,23.79392565078402,0.1,i,inf,0.0
30,44249.10021894505,29.91800067279834,0.1,r,inf,0.0
31,44249.10021894505,26.93124414061086,0.1,i,inf,0.0
32,44249.10021894505,22.1940777462971,0.1,g,inf,0.0
33,44249.60021894505,30.9463394724236,0.1,i,inf,0.0
34,44249.60021894505,31.706745368898726,0.1,r,inf,0.0
35,44249.60021894505,22.162820503039846,0.1,g,inf,0.0
36,44250.10021894505,34.35179428734565,0.1,i,inf,0.0
37,44250.10021894505,38.513418519397696,0.1,r,inf,0.0
38,44250.10021894505,22.58757510837513,0.1,g,inf,0.0
39,44250.60021894505,37.78097139318185,0.1,i,inf,0.0
40,44250.60021894505,44.40497346823567,0.1,r,inf,0.0
41,44250.60021894505,22.668408409645803,0.1,g,inf,0.0
42,44251.10021894505,41.893451262890366,0.1,i,inf,0.0
43,44251.10021894505,51.0027590939176,0.1,r,inf,0.0
44,44251.10021894505,23.12185055401856,0.1,g,inf,0.0
45,44251.60021894505,58.35560256844578,0.1,r,inf,0.0
46,44251.60021894505,22.871097822744183,0.1,g,inf,0.0
47,44251.60021894505,46.211493106559466,0.1,i,inf,0.0
48,44252.10021894505,23.483744872010963,0.1,g,inf,0.0
49,44252.10021894505,49.7137732417905,0.1,i,inf,0.0
50,44252.10021894505,62.88322852098356,0.1,r,inf,0.0
51,44252.60021894505,23.355523005526287,0.1,g,inf,0.0
52,44252.60021894505,53.83036155881482,0.1,i,inf,0.0
53,44252.60021894505,70.08982067496409,0.1,r,inf,0.0
54,44253.10021894505,24.008747266583548,0.1,g,inf,0.0
55,44253.10021894505,56.99287836646829,0.1,i,inf,0.0
56,44253.10021894505,75.29533267939621,0.1,r,inf,0.0
57,44253.60021894505,23.899383229612564,0.1,g,inf,0.0
58,44253.60021894505,60.35574717766756,0.1,i,inf,0.0
59,44253.60021894505,82.11246778042803,0.1,r,inf,0.0
60,44254.10021894505,63.54894406612907,0.1,i,inf,0.0
61,44254.10021894505,83.96601660397098,0.1,r,inf,0.0
62,44254.10021894505,22.95671575371474,0.1,g,inf,0.0
63,44254.60021894505,88.65450496991245,0.1,r,inf,0.0
64,44254.60021894505,23.523610780861134,0.1,g,inf,0.0
65,44254.60021894505,66.47648490831037,0.1,i,inf,0.0
66,44255.10021894505,93.39136062611449,0.1,r,inf,0.0
67,44255.10021894505,25.065297626264833,0.1,g,inf,0.0
68,44255.10021894505,69.41318111260246,0.1,i,inf,0.0
69,44255.60021894505,96.65121609277706,0.1,r,inf,0.0
70,44255.60021894505,26.303447925499594,0.1,g,inf,0.0
71,44255.60021894505,70.28758052788007,0.1,i,inf,0.0
72,44256.10021894505,102.45598830064192,0.1,r,inf,0.0
73,44256.10021894505,25.967200443572622,0.1,g,inf,0.0
74,44256.10021894505,73.0445421131357,0.1,i,inf,0.0
75,44256.60021894505,25.57775422574352,0.1,g,inf,0.0
76,44256.60021894505,75.03341537915685,0.1,i,inf,0.0
77,44256.60021894505,104.6638554715756,0.1,r,inf,0.0
78,44257.10021894505,76.45798369359791,0.1,i,inf,0.0
79,44257.10021894505,105.69120279975225,0.1,r,inf,0.0
80,44257.10021894505,25.694145442130242,0.1,g,inf,0.0
81,44257.60021894505,78.02639274677061,0.1,i,inf,0.0
82,44257.60021894505,106.0042341049267,0.1,r,inf,0.0
83,44257.60021894505,25.332778963914606,0.1,g,inf,0.0
84,44258.10021894505,77.85581186232343,0.1,i,inf,0.0
85,44258.10021894505,107.97228545698621,0.1,r,inf,0.0
86,44258.10021894505,25.21649591282324,0.1,g,inf,0.0
87,44258.60021894505,78.65196230403576,0.1,i,inf,0.0
88,44258.60021894505,111.086293090478,0.1,r,inf,0.0
89,44258.60021894505,27.881477031485485,0.1,g,inf,0.0
90,44259.10021894505,79.82345531698098,0.1,i,inf,0.0
91,44259.10021894505,27.605275317686772,0.1,g,inf,0.0
92,44259.10021894505,114.44914390510466,0.1,r,inf,0.0
93,44259.60021894505,79.93968893711248,0.1,i,inf,0.0
94,44259.60021894505,114.40382724209671,0.1,r,inf,0.0
95,44259.60021894505,25.42514895668213,0.1,g,inf,0.0
96,44260.10021894505,27.776001701772305,0.1,g,inf,0.0
97,44260.10021894505,79.95767019491105,0.1,i,inf,0.0
98,44260.10021894505,115.1012509839643,0.1,r,inf,0.0
99,44260.60021894505,27.753261921573,0.1,g,inf,0.0
100,44260.60021894505,113.68771200844817,0.1,r,inf,0.0
101,44260.60021894505,79.74979354836894,0.1,i,inf,0.0
102,44261.10021894505,79.1803928958509,0.1,i,inf,0.0
103,44261.10021894505,26.14113669099336,0.1,g,inf,0.0
104,44261.10021894505,113.02353165448787,0.1,r,inf,0.0
105,44261.60021894505,111.8522046507232,0.1,r,inf,0.0
106,44261.60021894505,78.78867781590215,0.1,i,inf,0.0
107,44261.60021894505,30.27008707884809,0.1,g,inf,0.0
108,44262.10021894505,115.05021356427126,0.1,r,inf,0.0
109,44262.10021894505,79.57845994115769,0.1,i,inf,0.0
110,44262.10021894505,24.265985909596065,0.1,g,inf,0.0
111,44262.60021894505,78.00939706301142,0.1,i,inf,0.0
112,44262.60021894505,27.67790083149504,0.1,g,inf,0.0
113,44262.60021894505,113.6987697932861,0.1,r,inf,0.0
114,44263.10021894505,78.10181235133614,0.1,i,inf,0.0
115,44263.10021894505,24.90238247549672,0.1,g,inf,0.0
116,44263.10021894505,112.42803341688206,0.1,r,inf,0.0
117,44263.60021894505,77.46622415725545,0.1,i,inf,0.0
118,44263.60021894505,21.989668201915634,0.1,g,inf,0.0
119,44263.60021894505,114.28123322947799,0.1,r,inf,0.0
120,44264.10021894505,119.32865649850302,0.1,r,inf,0.0
121,44264.10021894505,22.983011811701907,0.1,g,inf,0.0
122,44264.10021894505,78.22484399353223,0.1,i,inf,0.0
