luminosity_distance KNphi inclination_EM KNtimeshift log10_mej_dyn log10_mej_wind Ebv log_likelihood log_prior
875.8882327217053 45.50563665432313 1.1089034517112195 -0.06347564938571226 -2.1777876958874165 -1.5853594293655375 0.0 -120.54416105762922 -15.16642928482693
879.7597349067512 58.19969705235676 1.096301747102469 0.007090910093485725 -1.8301364131140336 -2.4814125733234476 0.0 -120.38407431810967 -15.166857684630465
883.1834233027565 60.59929318287105 1.0928126800540123 -0.005607986590918657 -1.7961506769265938 -2.8830083613803956 0.0 -120.3487274782114 -15.163429655197998
861.6738594243445 42.00772789147551 1.112757797827562 0.002092600925873267 -2.450103015296893 -2.418723759431912 0.0 -119.25755555985698 -15.186647615662558
867.6114454330908 62.52173164666653 1.101410672201624 -0.03132661325586383 -2.0479975750299566 -2.7232062384201825 0.0 -118.97595120303443 -15.183020520819984
880.9518528891087 61.456633604216215 1.1072111102244948 -0.006852497428880389 -1.7541332029193926 -2.6574935002436884 0.0 -118.69467597495759 -15.15950582823348
863.5653731527701 47.95770985008115 1.1066743074608 -0.020075452311055564 -2.39897901860793 -2.03928368343601 0.0 -118.60313654163772 -15.186697484392264
867.0669960780781 55.19214586146005 1.0915988365742488 -0.0088910291458415 -1.9286547725923486 -1.968225489937753 0.0 -118.4753367313113 -15.1889071514234
851.763824028232 46.53139235077853 1.1085023310624136 -0.015264541510014773 -2.1289774643867956 -1.1866718678447494 0.0 -117.8117268752849 -15.204472318314311
865.8008446752186 44.55181657484114 1.0976962352256354 -0.01958144755361113 -2.3326660380519697 -1.2057256222180266 0.0 -117.74406772166589 -15.187740607821253
873.0201289524077 39.20115111606124 1.1075680472854181 -0.044464046334666385 -2.3801107863709365 -2.438509504561151 0.0 -117.64201286297421 -15.17152146283703
859.9442502866555 39.50254681639679 1.113923982816532 -0.020775879288194243 -2.0739512055140557 -2.3562606634434093 0.0 -117.49889814297009 -15.18879906780677
879.8533767119657 66.53967137167268 1.0937223040847412 -0.018611953844854146 -2.036416786110124 -2.3924771393127306 0.0 -117.46308988304175 -15.168043432827254
870.6744484428326 47.64955736507776 1.0984681521110433 0.00761435119548981 -2.0588350447860555 -2.0277114916403565 0.0 -117.31730204175491 -15.179752948393968
875.3957886461005 49.785195747278024 1.1128642983618666 -0.023525816760296525 -2.1296636380207676 -1.3768654184656475 0.0 -117.2998023331512 -15.165225927478563
859.5099495348411 34.91442045866042 1.1129274869940797 -0.025447790175547214 -2.20996222033631 -1.2173648776932615 0.0 -117.27563313741656 -15.189975044260725
887.6648203100568 58.798999327373224 1.103570823451724 -0.004307579440490095 -2.049435861305151 -1.9322432989608005 0.0 -117.12287532938238 -15.151127226620945
887.38084276011 54.62551709493136 1.0972072072990644 -0.02450285055274959 -1.93257051537124 -1.8885606622969633 0.0 -117.04548488791498 -15.154792693174803
864.9370246807302 53.20076598054881 1.1038680660661853 -0.03165564596254078 -1.8799152641795671 -1.7836268755283482 0.0 -116.99960700408211 -15.185957149613069
864.6438287571642 58.22544137319875 1.0961551330999109 -0.03213075807182242 -2.1609531617811406 -1.7673114135549681 0.0 -116.89838831275421 -15.190341897308748
852.5750941492211 45.13631566984636 1.106029813570093 -0.011330128634153613 -2.1499139150644444 -2.912633574314534 0.0 -116.75116719886825 -15.204412636779372
883.5282940758337 50.76511534801696 1.104171203764544 -0.04635789127009304 -2.1607506193599146 -2.922460396358458 0.0 -116.65779137213298 -15.157101753997196
853.3845314399649 58.478112407888084 1.09988814999409 -0.003086139183038572 -2.045343759018143 -1.823942813500523 0.0 -116.64816178290494 -15.206224657277126
865.6873620830705 32.54571789899393 1.1131120150124465 -0.014264940810164273 -2.3700544909998222 -1.8549528100313621 0.0 -116.62899680606677 -15.180176357130744
