,jd,mag,mag_unc,filter,limmag,programid
0,44244.100218992186,91.98119034864567,0.1,g,inf,0.0
1,44244.100218992186,111.91319158833562,0.1,i,inf,0.0
2,44244.100218992186,254.76175626807967,0.1,r,inf,0.0
3,44244.600218992186,30.12245215659996,0.1,g,inf,0.0
4,44244.600218992186,23.11990487240966,0.1,i,inf,0.0
5,44244.600218992186,37.09406590845183,0.1,r,inf,0.0
6,44245.100218992186,27.83707106832878,0.1,g,inf,0.0
7,44245.100218992186,26.945924828061237,0.1,i,inf,0.0
8,44245.100218992186,45.806089883792644,0.1,r,inf,0.0
9,44245.600218992186,14.822650427641674,0.1,g,inf,0.0
10,44245.600218992186,16.759126260138046,0.1,i,inf,0.0
11,44245.600218992186,57.49148666497514,0.1,r,inf,0.0
12,44246.100218992186,10.852200785845046,0.1,g,inf,0.0
13,44246.100218992186,3.738678858581971,0.1,i,inf,0.0
14,44246.100218992186,37.21711365647097,0.1,r,inf,0.0
15,44246.600218992186,4.841066464535533,0.1,i,inf,0.0
16,44246.600218992186,25.8552314133025,0.1,r,inf,0.0
17,44246.600218992186,12.526554760323904,0.1,g,inf,0.0
18,44247.100218992186,26.48500809271328,0.1,r,inf,0.0
19,44247.100218992186,15.361209893791637,0.1,g,inf,0.0
20,44247.100218992186,9.451109684036648,0.1,i,inf,0.0
21,44247.600218992186,27.42629357135081,0.1,r,inf,0.0
22,44247.600218992186,17.3351625751506,0.1,g,inf,0.0
23,44247.600218992186,15.444045752814274,0.1,i,inf,0.0
24,44248.100218992186,26.15817978886755,0.1,r,inf,0.0
25,44248.100218992186,19.64267446999524,0.1,g,inf,0.0
26,44248.100218992186,20.69199804766853,0.1,i,inf,0.0
27,44248.600218992186,26.162219901927802,0.1,r,inf,0.0
28,44248.600218992186,18.836547031080286,0.1,g,inf,0.0
29,44248.600218992186,24.863326709346445,0.1,i,inf,0.0
30,44249.100218992186,28.912242000837296,0.1,r,inf,0.0
31,44249.100218992186,30.028312976663468,0.1,i,inf,0.0
32,44249.100218992186,18.145927016356943,0.1,g,inf,0.0
33,44249.600218992186,34.843909492165864,0.1,i,inf,0.0
34,44249.600218992186,36.795982682357334,0.1,r,inf,0.0
35,44249.600218992186,19.444193367989133,0.1,g,inf,0.0
36,44250.100218992186,39.56468668912953,0.1,i,inf,0.0
37,44250.100218992186,44.991334718835226,0.1,r,inf,0.0
38,44250.100218992186,18.87094496960287,0.1,g,inf,0.0
39,44250.600218992186,44.86042237670833,0.1,i,inf,0.0
40,44250.600218992186,54.280062291953705,0.1,r,inf,0.0
41,44250.600218992186,19.95857791973453,0.1,g,inf,0.0
42,44251.100218992186,50.69025132791715,0.1,i,inf,0.0
43,44251.100218992186,64.31854450490583,0.1,r,inf,0.0
44,44251.100218992186,19.198759970103282,0.1,g,inf,0.0
45,44251.600218992186,70.94065036310371,0.1,r,inf,0.0
46,44251.600218992186,19.598988847283987,0.1,g,inf,0.0
47,44251.600218992186,55.88018555214451,0.1,i,inf,0.0
48,44252.100218992186,19.181922070359835,0.1,g,inf,0.0
49,44252.100218992186,60.93895262824848,0.1,i,inf,0.0
50,44252.100218992186,80.5502168216289,0.1,r,inf,0.0
51,44252.600218992186,20.41715148329261,0.1,g,inf,0.0
52,44252.600218992186,65.35377806245702,0.1,i,inf,0.0
53,44252.600218992186,86.60097925833323,0.1,r,inf,0.0
54,44253.100218992186,19.113335328566336,0.1,g,inf,0.0
55,44253.100218992186,70.2075853581968,0.1,i,inf,0.0
56,44253.100218992186,95.85952107399126,0.1,r,inf,0.0
57,44253.600218992186,19.138490014434822,0.1,g,inf,0.0
58,44253.600218992186,73.92933092142759,0.1,i,inf,0.0
59,44253.600218992186,98.4029467629188,0.1,r,inf,0.0
60,44254.100218992186,77.51420937810754,0.1,i,inf,0.0
61,44254.100218992186,106.33874057058009,0.1,r,inf,0.0
62,44254.100218992186,19.595653959926906,0.1,g,inf,0.0
63,44254.600218992186,109.41630140311098,0.1,r,inf,0.0
64,44254.600218992186,20.869349566093174,0.1,g,inf,0.0
65,44254.600218992186,80.59529945031339,0.1,i,inf,0.0
66,44255.100218992186,116.40021594755575,0.1,r,inf,0.0
67,44255.100218992186,20.653440548719615,0.1,g,inf,0.0
68,44255.100218992186,83.93753406107083,0.1,i,inf,0.0
69,44255.600218992186,122.47744111317571,0.1,r,inf,0.0
70,44255.600218992186,21.387015429689615,0.1,g,inf,0.0
71,44255.600218992186,86.44145208899148,0.1,i,inf,0.0
72,44256.100218992186,124.8841816886175,0.1,r,inf,0.0
73,44256.100218992186,19.561207248545475,0.1,g,inf,0.0
74,44256.100218992186,87.87921777603015,0.1,i,inf,0.0
75,44256.600218992186,20.68484727389931,0.1,g,inf,0.0
76,44256.600218992186,90.52176713099927,0.1,i,inf,0.0
77,44256.600218992186,126.19333274286143,0.1,r,inf,0.0
78,44257.100218992186,90.61498758343264,0.1,i,inf,0.0
79,44257.100218992186,127.80944071527252,0.1,r,inf,0.0
80,44257.100218992186,19.416450480128454,0.1,g,inf,0.0
81,44257.600218992186,91.58341142416107,0.1,i,inf,0.0
82,44257.600218992186,131.99152301710365,0.1,r,inf,0.0
83,44257.600218992186,24.051866598499863,0.1,g,inf,0.0
84,44258.100218992186,92.91068395370291,0.1,i,inf,0.0
85,44258.100218992186,135.7801269569456,0.1,r,inf,0.0
86,44258.100218992186,21.386881939739915,0.1,g,inf,0.0
87,44258.600218992186,92.92030336409441,0.1,i,inf,0.0
88,44258.600218992186,136.5644901639088,0.1,r,inf,0.0
89,44258.600218992186,19.84172073350889,0.1,g,inf,0.0
90,44259.100218992186,93.13707558892271,0.1,i,inf,0.0
91,44259.100218992186,22.742559112127292,0.1,g,inf,0.0
92,44259.100218992186,137.3750119592341,0.1,r,inf,0.0
93,44259.600218992186,92.49676805359779,0.1,i,inf,0.0
94,44259.600218992186,135.20862557064646,0.1,r,inf,0.0
95,44259.600218992186,22.89542664884284,0.1,g,inf,0.0
96,44260.100218992186,20.084324360223064,0.1,g,inf,0.0
97,44260.100218992186,91.760506446375,0.1,i,inf,0.0
98,44260.100218992186,134.2793208613044,0.1,r,inf,0.0
99,44260.600218992186,25.085396916321994,0.1,g,inf,0.0
100,44260.600218992186,132.99688386695252,0.1,r,inf,0.0
101,44260.600218992186,91.47710143522549,0.1,i,inf,0.0
102,44261.100218992186,91.6905595565402,0.1,i,inf,0.0
103,44261.100218992186,16.82871337602189,0.1,g,inf,0.0
104,44261.100218992186,132.44174300123183,0.1,r,inf,0.0
105,44261.600218992186,136.7764693404792,0.1,r,inf,0.0
106,44261.600218992186,89.52319427280176,0.1,i,inf,0.0
107,44261.600218992186,23.435747725389437,0.1,g,inf,0.0
108,44262.100218992186,131.2825896740142,0.1,r,inf,0.0
109,44262.100218992186,90.3132983727528,0.1,i,inf,0.0
110,44262.100218992186,16.24422058302664,0.1,g,inf,0.0
111,44262.600218992186,89.86388315163902,0.1,i,inf,0.0
112,44262.600218992186,14.91042374283305,0.1,g,inf,0.0
113,44262.600218992186,137.08201542383452,0.1,r,inf,0.0
114,44263.100218992186,89.90676276270119,0.1,i,inf,0.0
115,44263.100218992186,16.48102363594457,0.1,g,inf,0.0
116,44263.100218992186,142.77891762587,0.1,r,inf,0.0
117,44263.600218992186,89.56262261384919,0.1,i,inf,0.0
118,44263.600218992186,17.03373539005843,0.1,g,inf,0.0
119,44263.600218992186,158.8713347473708,0.1,r,inf,0.0
120,44264.100218992186,154.569940086095,0.1,r,inf,0.0
121,44264.100218992186,14.733047095338712,0.1,g,inf,0.0
122,44264.100218992186,89.68394774782138,0.1,i,inf,0.0
