,jd,mag,mag_unc,filter,limmag,programid
0,44244.10021915,92.18256049246176,0.1,g,inf,0.0
1,44244.10021915,114.4930973867234,0.1,i,inf,0.0
2,44244.10021915,255.86854069625346,0.1,r,inf,0.0
3,44244.60021915,30.56022151587697,0.1,g,inf,0.0
4,44244.60021915,23.018470466430728,0.1,i,inf,0.0
5,44244.60021915,39.409521237029224,0.1,r,inf,0.0
6,44245.10021915,29.181418795340466,0.1,g,inf,0.0
7,44245.10021915,25.231999532211322,0.1,i,inf,0.0
8,44245.10021915,46.33688463920341,0.1,r,inf,0.0
9,44245.60021915,17.624553655216626,0.1,g,inf,0.0
10,44245.60021915,16.900100911313714,0.1,i,inf,0.0
11,44245.60021915,60.7488081071474,0.1,r,inf,0.0
12,44246.10021915,12.813340236368699,0.1,g,inf,0.0
13,44246.10021915,1.942036277246431,0.1,i,inf,0.0
14,44246.10021915,41.72959246970463,0.1,r,inf,0.0
15,44246.60021915,2.614808648236998,0.1,i,inf,0.0
16,44246.60021915,30.73149365895449,0.1,r,inf,0.0
17,44246.60021915,14.288285868596692,0.1,g,inf,0.0
18,44247.10021915,28.387093099208165,0.1,r,inf,0.0
19,44247.10021915,16.687771274106666,0.1,g,inf,0.0
20,44247.10021915,6.852698281641317,0.1,i,inf,0.0
21,44247.60021915,30.135903878334233,0.1,r,inf,0.0
22,44247.60021915,18.74396695259182,0.1,g,inf,0.0
23,44247.60021915,12.881740542514253,0.1,i,inf,0.0
24,44248.10021915,27.602998575370616,0.1,r,inf,0.0
25,44248.10021915,21.137918839804897,0.1,g,inf,0.0
26,44248.10021915,18.321861096982644,0.1,i,inf,0.0
27,44248.60021915,28.222660489572718,0.1,r,inf,0.0
28,44248.60021915,19.603865948235246,0.1,g,inf,0.0
29,44248.60021915,23.23055469749123,0.1,i,inf,0.0
30,44249.10021915,30.78119639073865,0.1,r,inf,0.0
31,44249.10021915,27.91325588648035,0.1,i,inf,0.0
32,44249.10021915,19.297655194670046,0.1,g,inf,0.0
33,44249.60021915,32.9847213298829,0.1,i,inf,0.0
34,44249.60021915,35.47461000471632,0.1,r,inf,0.0
35,44249.60021915,20.356456116969873,0.1,g,inf,0.0
36,44250.10021915,37.03923290456364,0.1,i,inf,0.0
37,44250.10021915,43.77984537057083,0.1,r,inf,0.0
38,44250.10021915,19.917049476562052,0.1,g,inf,0.0
39,44250.60021915,42.04139988422183,0.1,i,inf,0.0
40,44250.60021915,52.60999732823149,0.1,r,inf,0.0
41,44250.60021915,21.615040844191387,0.1,g,inf,0.0
42,44251.10021915,48.147225341997846,0.1,i,inf,0.0
43,44251.10021915,59.18024753720993,0.1,r,inf,0.0
44,44251.10021915,19.690609444437328,0.1,g,inf,0.0
45,44251.60021915,70.66255890043662,0.1,r,inf,0.0
46,44251.60021915,19.556423676364645,0.1,g,inf,0.0
47,44251.60021915,53.935019221420724,0.1,i,inf,0.0
48,44252.10021915,20.373397234376455,0.1,g,inf,0.0
49,44252.10021915,58.092860853451526,0.1,i,inf,0.0
50,44252.10021915,79.70597902480182,0.1,r,inf,0.0
51,44252.60021915,20.363823218881677,0.1,g,inf,0.0
52,44252.60021915,62.7583009021562,0.1,i,inf,0.0
53,44252.60021915,86.41294945516556,0.1,r,inf,0.0
54,44253.10021915,21.57103671906997,0.1,g,inf,0.0
55,44253.10021915,67.69691708519662,0.1,i,inf,0.0
56,44253.10021915,95.2831452050277,0.1,r,inf,0.0
57,44253.60021915,20.28005886714389,0.1,g,inf,0.0
58,44253.60021915,71.48483932924795,0.1,i,inf,0.0
59,44253.60021915,99.19882724879879,0.1,r,inf,0.0
60,44254.10021915,75.85755289653666,0.1,i,inf,0.0
61,44254.10021915,103.90999999785629,0.1,r,inf,0.0
62,44254.10021915,21.06947136609913,0.1,g,inf,0.0
63,44254.60021915,110.96952946085699,0.1,r,inf,0.0
64,44254.60021915,22.25926668227415,0.1,g,inf,0.0
65,44254.60021915,79.17837138043842,0.1,i,inf,0.0
66,44255.10021915,114.44446986881334,0.1,r,inf,0.0
67,44255.10021915,23.329597963881362,0.1,g,inf,0.0
68,44255.10021915,81.34581638222718,0.1,i,inf,0.0
69,44255.60021915,121.08191678255568,0.1,r,inf,0.0
70,44255.60021915,22.196709227274745,0.1,g,inf,0.0
71,44255.60021915,85.0359275464816,0.1,i,inf,0.0
72,44256.10021915,126.99559025031849,0.1,r,inf,0.0
73,44256.10021915,22.649927469763213,0.1,g,inf,0.0
74,44256.10021915,87.50225882590895,0.1,i,inf,0.0
75,44256.60021915,22.138221281613795,0.1,g,inf,0.0
76,44256.60021915,89.54066531319472,0.1,i,inf,0.0
77,44256.60021915,128.23708826526996,0.1,r,inf,0.0
78,44257.10021915,91.73909202746417,0.1,i,inf,0.0
79,44257.10021915,128.7199586378611,0.1,r,inf,0.0
80,44257.10021915,22.047762929325664,0.1,g,inf,0.0
81,44257.60021915,91.4555652264952,0.1,i,inf,0.0
82,44257.60021915,131.274208532341,0.1,r,inf,0.0
83,44257.60021915,21.6715137704302,0.1,g,inf,0.0
84,44258.10021915,92.69544601456784,0.1,i,inf,0.0
85,44258.10021915,134.9344463013921,0.1,r,inf,0.0
86,44258.10021915,25.31485884112235,0.1,g,inf,0.0
87,44258.60021915,94.08434958368335,0.1,i,inf,0.0
88,44258.60021915,139.97868702917407,0.1,r,inf,0.0
89,44258.60021915,25.11988185141518,0.1,g,inf,0.0
90,44259.10021915,94.23602744890178,0.1,i,inf,0.0
91,44259.10021915,21.356038427682574,0.1,g,inf,0.0
92,44259.10021915,138.22736320109775,0.1,r,inf,0.0
93,44259.60021915,94.3964199872571,0.1,i,inf,0.0
94,44259.60021915,140.54587856771792,0.1,r,inf,0.0
95,44259.60021915,24.009286302656417,0.1,g,inf,0.0
96,44260.10021915,24.588599130873288,0.1,g,inf,0.0
97,44260.10021915,93.45731976237978,0.1,i,inf,0.0
98,44260.10021915,137.0632718622878,0.1,r,inf,0.0
99,44260.60021915,21.79735834153819,0.1,g,inf,0.0
