,jd,mag,mag_unc,filter,limmag,programid
0,44244.10021940024,66.31472559697067,0.1,g,inf,0.0
1,44244.10021940024,74.91820229088229,0.1,i,inf,0.0
2,44244.10021940024,157.20729487430947,0.1,r,inf,0.0
3,44244.60021940024,27.340897963160565,0.1,g,inf,0.0
4,44244.60021940024,23.790604068229097,0.1,i,inf,0.0
5,44244.60021940024,31.807171048338567,0.1,r,inf,0.0
6,44245.10021940024,25.97546632396127,0.1,g,inf,0.0
7,44245.10021940024,25.722600227234576,0.1,i,inf,0.0
8,44245.10021940024,35.49722231758155,0.1,r,inf,0.0
9,44245.60021940024,19.257372367846205,0.1,g,inf,0.0
10,44245.60021940024,20.665473225192112,0.1,i,inf,0.0
11,44245.60021940024,43.068347133877545,0.1,r,inf,0.0
12,44246.10021940024,16.74031302389756,0.1,g,inf,0.0
13,44246.10021940024,12.805823383163276,0.1,i,inf,0.0
14,44246.10021940024,32.150335421051345,0.1,r,inf,0.0
15,44246.60021940024,13.395126795554955,0.1,i,inf,0.0
16,44246.60021940024,25.92207289646334,0.1,r,inf,0.0
17,44246.60021940024,17.766480101175752,0.1,g,inf,0.0
18,44247.10021940024,25.522607563879582,0.1,r,inf,0.0
19,44247.10021940024,19.500722958605056,0.1,g,inf,0.0
20,44247.10021940024,15.910324451829194,0.1,i,inf,0.0
21,44247.60021940024,26.707160780849293,0.1,r,inf,0.0
22,44247.60021940024,20.838386474925052,0.1,g,inf,0.0
23,44247.60021940024,19.370461627262628,0.1,i,inf,0.0
24,44248.10021940024,25.682710146845867,0.1,r,inf,0.0
25,44248.10021940024,22.392189440385174,0.1,g,inf,0.0
26,44248.10021940024,22.4951799919033,0.1,i,inf,0.0
27,44248.60021940024,26.249633730130007,0.1,r,inf,0.0
28,44248.60021940024,21.848790591805578,0.1,g,inf,0.0
29,44248.60021940024,25.1718486419868,0.1,i,inf,0.0
30,44249.10021940024,27.763143621604403,0.1,r,inf,0.0
31,44249.10021940024,28.018430072428224,0.1,i,inf,0.0
32,44249.10021940024,21.79935838706253,0.1,g,inf,0.0
33,44249.60021940024,30.917205869880167,0.1,i,inf,0.0
34,44249.60021940024,31.593300754567395,0.1,r,inf,0.0
35,44249.60021940024,22.60898628001908,0.1,g,inf,0.0
36,44250.10021940024,33.6033824470178,0.1,i,inf,0.0
37,44250.10021940024,36.22540411894107,0.1,r,inf,0.0
38,44250.10021940024,22.540884720966066,0.1,g,inf,0.0
39,44250.60021940024,36.53237974476884,0.1,i,inf,0.0
40,44250.60021940024,41.36263948035519,0.1,r,inf,0.0
41,44250.60021940024,23.71784840603245,0.1,g,inf,0.0
42,44251.10021940024,40.126395963958956,0.1,i,inf,0.0
43,44251.10021940024,46.32416205966053,0.1,r,inf,0.0
44,44251.10021940024,22.795862733869768,0.1,g,inf,0.0
45,44251.60021940024,51.75859742230929,0.1,r,inf,0.0
46,44251.60021940024,22.716512324084167,0.1,g,inf,0.0
47,44251.60021940024,43.40656445408601,0.1,i,inf,0.0
48,44252.10021940024,23.239734303251925,0.1,g,inf,0.0
49,44252.10021940024,46.0949051578502,0.1,i,inf,0.0
50,44252.10021940024,57.324494888587445,0.1,r,inf,0.0
51,44252.60021940024,23.55463437210284,0.1,g,inf,0.0
52,44252.60021940024,48.70283972122058,0.1,i,inf,0.0
53,44252.60021940024,62.06496283668712,0.1,r,inf,0.0
54,44253.10021940024,24.237311528092746,0.1,g,inf,0.0
55,44253.10021940024,51.72514388610266,0.1,i,inf,0.0
56,44253.10021940024,67.05705561925842,0.1,r,inf,0.0
57,44253.60021940024,23.312284995254604,0.1,g,inf,0.0
58,44253.60021940024,53.83895046117177,0.1,i,inf,0.0
59,44253.60021940024,68.65101446421036,0.1,r,inf,0.0
60,44254.10021940024,56.3146059291658,0.1,i,inf,0.0
61,44254.10021940024,72.22317688433186,0.1,r,inf,0.0
62,44254.10021940024,23.695589354322966,0.1,g,inf,0.0
63,44254.60021940024,76.01501658669,0.1,r,inf,0.0
64,44254.60021940024,24.957318625414086,0.1,g,inf,0.0
65,44254.60021940024,58.60377632397107,0.1,i,inf,0.0
66,44255.10021940024,78.7392646693119,0.1,r,inf,0.0
67,44255.10021940024,25.63391981881547,0.1,g,inf,0.0
68,44255.10021940024,59.54129940509028,0.1,i,inf,0.0
69,44255.60021940024,82.11686201788079,0.1,r,inf,0.0
70,44255.60021940024,25.19572065945514,0.1,g,inf,0.0
71,44255.60021940024,61.431176385894226,0.1,i,inf,0.0
72,44256.10021940024,83.77389816834415,0.1,r,inf,0.0
73,44256.10021940024,25.169763410685807,0.1,g,inf,0.0
74,44256.10021940024,62.617530058327134,0.1,i,inf,0.0
75,44256.60021940024,26.098866538298743,0.1,g,inf,0.0
76,44256.60021940024,64.17125526857166,0.1,i,inf,0.0
77,44256.60021940024,85.27186015721861,0.1,r,inf,0.0
78,44257.10021940024,65.11492244787532,0.1,i,inf,0.0
79,44257.10021940024,84.48619137447771,0.1,r,inf,0.0
80,44257.10021940024,25.41598164598484,0.1,g,inf,0.0
81,44257.60021940024,65.01401622207536,0.1,i,inf,0.0
82,44257.60021940024,88.63951393558236,0.1,r,inf,0.0
83,44257.60021940024,25.93759783548603,0.1,g,inf,0.0
84,44258.10021940024,65.72971760323585,0.1,i,inf,0.0
85,44258.10021940024,89.93173381851545,0.1,r,inf,0.0
86,44258.10021940024,26.790912301550847,0.1,g,inf,0.0
87,44258.60021940024,66.144733921284,0.1,i,inf,0.0
88,44258.60021940024,91.55395848502481,0.1,r,inf,0.0
89,44258.60021940024,25.759850400953578,0.1,g,inf,0.0
90,44259.10021940024,66.09404594052647,0.1,i,inf,0.0
91,44259.10021940024,26.496600415284924,0.1,g,inf,0.0
92,44259.10021940024,93.24883713509942,0.1,r,inf,0.0
93,44259.60021940024,66.22424581784267,0.1,i,inf,0.0
94,44259.60021940024,93.2005201027497,0.1,r,inf,0.0
95,44259.60021940024,26.158384507365984,0.1,g,inf,0.0
96,44260.10021940024,27.13033674384846,0.1,g,inf,0.0
97,44260.10021940024,65.70409356919488,0.1,i,inf,0.0
98,44260.10021940024,91.5744991244898,0.1,r,inf,0.0
99,44260.60021940024,28.37585378923846,0.1,g,inf,0.0
100,44260.60021940024,91.8357060617932,0.1,r,inf,0.0
101,44260.60021940024,65.83595513341709,0.1,i,inf,0.0
102,44261.10021940024,65.9344614602385,0.1,i,inf,0.0
103,44261.10021940024,26.302939147558373,0.1,g,inf,0.0
104,44261.10021940024,91.85610626000037,0.1,r,inf,0.0
105,44261.60021940024,90.78814471567838,0.1,r,inf,0.0
106,44261.60021940024,65.39775843284646,0.1,i,inf,0.0
107,44261.60021940024,26.84100443020355,0.1,g,inf,0.0
