,jd,mag,mag_unc,filter,limmag,programid
0,44244.10021904725,98.73262677115083,0.1,g,inf,0.0
1,44244.10021904725,119.09067587047079,0.1,i,inf,0.0
2,44244.10021904725,269.34089075569966,0.1,r,inf,0.0
3,44244.60021904725,31.540867325988728,0.1,g,inf,0.0
4,44244.60021904725,24.728727899573048,0.1,i,inf,0.0
5,44244.60021904725,41.07627076229727,0.1,r,inf,0.0
6,44245.10021904725,30.263559243006586,0.1,g,inf,0.0
7,44245.10021904725,27.59031348635875,0.1,i,inf,0.0
8,44245.10021904725,47.52822906598809,0.1,r,inf,0.0
9,44245.60021904725,17.874998465491327,0.1,g,inf,0.0
10,44245.60021904725,19.826014673508087,0.1,i,inf,0.0
11,44245.60021904725,62.720896187765675,0.1,r,inf,0.0
12,44246.10021904725,12.547486480788592,0.1,g,inf,0.0
13,44246.10021904725,3.9223431950961265,0.1,i,inf,0.0
14,44246.10021904725,42.53063242112327,0.1,r,inf,0.0
15,44246.60021904725,4.276629591495844,0.1,i,inf,0.0
16,44246.60021904725,30.809440010165595,0.1,r,inf,0.0
17,44246.60021904725,14.074120872273127,0.1,g,inf,0.0
18,44247.10021904725,28.26087051874798,0.1,r,inf,0.0
19,44247.10021904725,16.546426171013227,0.1,g,inf,0.0
20,44247.10021904725,8.373614766606362,0.1,i,inf,0.0
21,44247.60021904725,30.327811971946197,0.1,r,inf,0.0
22,44247.60021904725,18.66550287371888,0.1,g,inf,0.0
23,44247.60021904725,14.449760186208527,0.1,i,inf,0.0
24,44248.10021904725,27.80628516323179,0.1,r,inf,0.0
25,44248.10021904725,21.199081358209817,0.1,g,inf,0.0
26,44248.10021904725,20.054420345725962,0.1,i,inf,0.0
27,44248.60021904725,28.77977164811788,0.1,r,inf,0.0
28,44248.60021904725,19.371464399603358,0.1,g,inf,0.0
29,44248.60021904725,25.182964504990064,0.1,i,inf,0.0
30,44249.10021904725,31.55698088885678,0.1,r,inf,0.0
31,44249.10021904725,29.945279989671768,0.1,i,inf,0.0
32,44249.10021904725,19.0060304719272,0.1,g,inf,0.0
33,44249.60021904725,35.36285722384404,0.1,i,inf,0.0
34,44249.60021904725,36.40706227915371,0.1,r,inf,0.0
35,44249.60021904725,20.09286219536768,0.1,g,inf,0.0
36,44250.10021904725,39.62032411081935,0.1,i,inf,0.0
37,44250.10021904725,45.28096445889194,0.1,r,inf,0.0
38,44250.10021904725,19.571616606102605,0.1,g,inf,0.0
39,44250.60021904725,44.905759454021705,0.1,i,inf,0.0
40,44250.60021904725,54.663007702529654,0.1,r,inf,0.0
41,44250.60021904725,21.40405630024845,0.1,g,inf,0.0
42,44251.10021904725,51.28349503539657,0.1,i,inf,0.0
43,44251.10021904725,61.52714482080122,0.1,r,inf,0.0
44,44251.10021904725,19.298539855901467,0.1,g,inf,0.0
45,44251.60021904725,73.93940785529965,0.1,r,inf,0.0
46,44251.60021904725,19.11843919676031,0.1,g,inf,0.0
47,44251.60021904725,57.444812580424994,0.1,i,inf,0.0
48,44252.10021904725,20.06984703876174,0.1,g,inf,0.0
49,44252.10021904725,61.720749849076206,0.1,i,inf,0.0
50,44252.10021904725,83.28225050830244,0.1,r,inf,0.0
51,44252.60021904725,20.124987329029867,0.1,g,inf,0.0
52,44252.60021904725,66.69876303770667,0.1,i,inf,0.0
53,44252.60021904725,90.27984014746743,0.1,r,inf,0.0
54,44253.10021904725,21.29445785454217,0.1,g,inf,0.0
55,44253.10021904725,71.77971226267917,0.1,i,inf,0.0
56,44253.10021904725,99.44621522106331,0.1,r,inf,0.0
57,44253.60021904725,19.827376627593782,0.1,g,inf,0.0
58,44253.60021904725,75.78845716820064,0.1,i,inf,0.0
59,44253.60021904725,103.95301830312967,0.1,r,inf,0.0
60,44254.10021904725,80.26904910416975,0.1,i,inf,0.0
61,44254.10021904725,108.7129547789373,0.1,r,inf,0.0
62,44254.10021904725,20.97503511039048,0.1,g,inf,0.0
63,44254.60021904725,116.40771112796013,0.1,r,inf,0.0
64,44254.60021904725,22.46170377591846,0.1,g,inf,0.0
65,44254.60021904725,83.4825186037406,0.1,i,inf,0.0
66,44255.10021904725,119.77250861559074,0.1,r,inf,0.0
67,44255.10021904725,23.304105633714812,0.1,g,inf,0.0
68,44255.10021904725,85.79574563450103,0.1,i,inf,0.0
69,44255.60021904725,125.92290493683903,0.1,r,inf,0.0
70,44255.60021904725,21.79293616031991,0.1,g,inf,0.0
71,44255.60021904725,89.57270157553282,0.1,i,inf,0.0
72,44256.10021904725,132.1679084478132,0.1,r,inf,0.0
73,44256.10021904725,22.4334000253693,0.1,g,inf,0.0
74,44256.10021904725,92.01827679122196,0.1,i,inf,0.0
75,44256.60021904725,21.87241919243305,0.1,g,inf,0.0
76,44256.60021904725,93.86883525327963,0.1,i,inf,0.0
77,44256.60021904725,134.2882989941915,0.1,r,inf,0.0
78,44257.10021904725,96.14717721958483,0.1,i,inf,0.0
79,44257.10021904725,135.00879872904852,0.1,r,inf,0.0
80,44257.10021904725,22.12200242924899,0.1,g,inf,0.0
81,44257.60021904725,95.9099382542823,0.1,i,inf,0.0
82,44257.60021904725,137.00196312285712,0.1,r,inf,0.0
83,44257.60021904725,21.305758613866686,0.1,g,inf,0.0
84,44258.10021904725,97.04500171481652,0.1,i,inf,0.0
85,44258.10021904725,140.8288014919975,0.1,r,inf,0.0
86,44258.10021904725,24.748527236740905,0.1,g,inf,0.0
87,44258.60021904725,98.3133512471956,0.1,i,inf,0.0
88,44258.60021904725,145.7603745595777,0.1,r,inf,0.0
89,44258.60021904725,24.586361943743487,0.1,g,inf,0.0
90,44259.10021904725,98.43338882901301,0.1,i,inf,0.0
91,44259.10021904725,21.168648658650035,0.1,g,inf,0.0
92,44259.10021904725,144.66022061876984,0.1,r,inf,0.0
93,44259.60021904725,98.47452413183868,0.1,i,inf,0.0
94,44259.60021904725,146.4622972089884,0.1,r,inf,0.0
95,44259.60021904725,24.003383608528683,0.1,g,inf,0.0
96,44260.10021904725,24.565900143515186,0.1,g,inf,0.0
97,44260.10021904725,97.5632116884853,0.1,i,inf,0.0
98,44260.10021904725,142.5383454342441,0.1,r,inf,0.0
99,44260.60021904725,21.274436218615254,0.1,g,inf,0.0
100,44260.60021904725,143.62990708629383,0.1,r,inf,0.0
101,44260.60021904725,97.14439359114925,0.1,i,inf,0.0
102,44261.10021904725,96.3991719270513,0.1,i,inf,0.0
103,44261.10021904725,27.16996182307555,0.1,g,inf,0.0
104,44261.10021904725,141.49287487370773,0.1,r,inf,0.0
105,44261.60021904725,140.85590097678207,0.1,r,inf,0.0
106,44261.60021904725,96.64701957717062,0.1,i,inf,0.0
107,44261.60021904725,17.7416598090378,0.1,g,inf,0.0
108,44262.10021904725,145.60311387785035,0.1,r,inf,0.0
109,44262.10021904725,94.73728398321803,0.1,i,inf,0.0
110,44262.10021904725,25.043594048249204,0.1,g,inf,0.0
111,44262.60021904725,95.28479963813615,0.1,i,inf,0.0
112,44262.60021904725,17.45334638648309,0.1,g,inf,0.0
113,44262.60021904725,139.59875075111054,0.1,r,inf,0.0
114,44263.10021904725,94.83552038918113,0.1,i,inf,0.0
115,44263.10021904725,15.363771032566689,0.1,g,inf,0.0
116,44263.10021904725,146.84245532401732,0.1,r,inf,0.0
117,44263.60021904725,95.13826455301951,0.1,i,inf,0.0
118,44263.60021904725,17.063353089241605,0.1,g,inf,0.0
119,44263.60021904725,150.57940984795187,0.1,r,inf,0.0
120,44264.10021904725,163.3411107419799,0.1,r,inf,0.0
121,44264.10021904725,16.62682411445676,0.1,g,inf,0.0
122,44264.10021904725,94.17704578792386,0.1,i,inf,0.0
