,jd,mag,mag_unc,filter,limmag,programid
0,44244.10022099537,97.84526470234846,0.1,g,inf,0.0
1,44244.10022099537,121.69680322138618,0.1,i,inf,0.0
2,44244.10022099537,270.92557179753356,0.1,r,inf,0.0
3,44244.60022099537,31.440103319409744,0.1,g,inf,0.0
4,44244.60022099537,24.724078105591335,0.1,i,inf,0.0
5,44244.60022099537,43.369779160107306,0.1,r,inf,0.0
6,44245.10022099537,31.090731495704787,0.1,g,inf,0.0
7,44245.10022099537,25.309406741230898,0.1,i,inf,0.0
8,44245.10022099537,47.05981531706328,0.1,r,inf,0.0
9,44245.60022099537,20.132095676887797,0.1,g,inf,0.0
10,44245.60022099537,19.657701971402325,0.1,i,inf,0.0
11,44245.60022099537,63.04254501493719,0.1,r,inf,0.0
12,44246.10022099537,13.593359501446841,0.1,g,inf,0.0
13,44246.10022099537,2.026779699089844,0.1,i,inf,0.0
14,44246.10022099537,47.007502523785675,0.1,r,inf,0.0
15,44246.60022099537,1.6784444561798426,0.1,i,inf,0.0
16,44246.60022099537,35.183514850852724,0.1,r,inf,0.0
17,44246.60022099537,14.876604727400167,0.1,g,inf,0.0
18,44247.10022099537,29.30091122099992,0.1,r,inf,0.0
19,44247.10022099537,17.071617659520992,0.1,g,inf,0.0
20,44247.10022099537,5.174071010200187,0.1,i,inf,0.0
21,44247.60022099537,31.39140198734296,0.1,r,inf,0.0
22,44247.60022099537,19.745951128783716,0.1,g,inf,0.0
23,44247.60022099537,10.705675738793287,0.1,i,inf,0.0
24,44248.10022099537,29.05863818710748,0.1,r,inf,0.0
25,44248.10022099537,21.179609056897526,0.1,g,inf,0.0
26,44248.10022099537,16.97528285154771,0.1,i,inf,0.0
27,44248.60022099537,30.09203208351466,0.1,r,inf,0.0
28,44248.60022099537,20.713297635839098,0.1,g,inf,0.0
29,44248.60022099537,22.39221736424264,0.1,i,inf,0.0
30,44249.10022099537,31.581912515055887,0.1,r,inf,0.0
31,44249.10022099537,26.700112285694203,0.1,i,inf,0.0
