,jd,mag,mag_unc,filter,limmag,programid
0,44244.10021977507,45.166986023635616,0.1,g,inf,0.0
1,44244.10021977507,50.75877633432457,0.1,i,inf,0.0
2,44244.10021977507,80.29841624785574,0.1,r,inf,0.0
3,44244.60021977507,26.386042261202718,0.1,g,inf,0.0
4,44244.60021977507,23.913601836368862,0.1,i,inf,0.0
5,44244.60021977507,28.97147757772425,0.1,r,inf,0.0
6,44245.10021977507,26.11086958204694,0.1,g,inf,0.0
7,44245.10021977507,23.884729271264487,0.1,i,inf,0.0
8,44245.10021977507,29.881637832176132,0.1,r,inf,0.0
9,44245.60021977507,25.82760639678994,0.1,g,inf,0.0
10,44245.60021977507,21.587756395138904,0.1,i,inf,0.0
11,44245.60021977507,33.63394502657951,0.1,r,inf,0.0
12,44246.10021977507,25.05715198013275,0.1,g,inf,0.0
13,44246.10021977507,17.85336349125518,0.1,i,inf,0.0
14,44246.10021977507,30.77486923321309,0.1,r,inf,0.0
15,44246.60021977507,18.380038545182614,0.1,i,inf,0.0
16,44246.60021977507,28.878944972720337,0.1,r,inf,0.0
17,44246.60021977507,25.35137842266668,0.1,g,inf,0.0
18,44247.10021977507,28.24786321918118,0.1,r,inf,0.0
19,44247.10021977507,25.95697181354006,0.1,g,inf,0.0
20,44247.10021977507,19.61746093309486,0.1,i,inf,0.0
21,44247.60021977507,28.849725672827727,0.1,r,inf,0.0
22,44247.60021977507,26.41468832021895,0.1,g,inf,0.0
23,44247.60021977507,21.230528102164854,0.1,i,inf,0.0
24,44248.10021977507,28.363273438830614,0.1,r,inf,0.0
25,44248.10021977507,26.74691390465771,0.1,g,inf,0.0
26,44248.10021977507,23.081906381590038,0.1,i,inf,0.0
27,44248.60021977507,28.747186288819172,0.1,r,inf,0.0
28,44248.60021977507,26.966258534957873,0.1,g,inf,0.0
29,44248.60021977507,24.551564986623678,0.1,i,inf,0.0
30,44249.10021977507,29.25925263773305,0.1,r,inf,0.0
31,44249.10021977507,25.987138160275848,0.1,i,inf,0.0
32,44249.10021977507,27.17882633954044,0.1,g,inf,0.0
33,44249.60021977507,27.455673996877447,0.1,i,inf,0.0
34,44249.60021977507,30.08699903765816,0.1,r,inf,0.0
35,44249.60021977507,27.46714280709882,0.1,g,inf,0.0
36,44250.10021977507,28.920206650637116,0.1,i,inf,0.0
