    0.100760494059101461E+04    0.224943661447129806E+02    0.128664340725823578E+01   -0.496373932926272854E-01   -0.289685033230349998E+01   -0.156189210133286149E+01   -0.120634031283908399E+03
    0.996011691087050963E+03    0.320934406467533506E+02    0.126386529499842748E+01   -0.220455329028030889E-01   -0.293751975269298882E+01   -0.270444648446295322E+01   -0.118682517169523209E+03
    0.992294317213831505E+03    0.262269914542207410E+02    0.127269046458350665E+01   -0.313256973086164514E-01   -0.261842363721380389E+01   -0.169447394172182508E+01   -0.118578552883629627E+03
    0.984441671197820938E+03    0.363960978171322651E+02    0.126322883662813124E+01   -0.143097528506852534E-02   -0.284406260668966970E+01   -0.143973512958703509E+01   -0.117802311280495417E+03
    0.100233036398341676E+04    0.381447910913206982E+02    0.126598830832026676E+01   -0.266762688848629637E-01   -0.277421579488311432E+01   -0.155907051539649988E+01   -0.117791533941291945E+03
    0.101127336869588100E+04    0.177948343922286618E+02    0.129198625867168304E+01   -0.554228810595969179E-02   -0.269929350879676511E+01   -0.267312534460995055E+01   -0.117622069785914761E+03
    0.101980123430907167E+04    0.190215471451529829E+02    0.128962385383919020E+01    0.363638337038185711E-02   -0.284685313767908799E+01   -0.257321284922037163E+01   -0.117377196775132489E+03
    0.986438215517767958E+03    0.248935305671899911E+02    0.128054086712658077E+01   -0.260929117567758606E-01   -0.292454731460509665E+01   -0.245838032939919326E+01   -0.117072404136257390E+03
    0.995052042788336848E+03    0.229281374075230033E+02    0.126985728805506715E+01   -0.350680393675226743E-01   -0.293980636733736311E+01   -0.257324537773669881E+01   -0.117059234373026783E+03
    0.100184347271865056E+04    0.246078516582405840E+02    0.127222806289023516E+01   -0.253181178881338731E-01   -0.268312350274742251E+01   -0.201104821857670446E+01   -0.116821055258660834E+03
    0.983484721251522160E+03    0.206287861482434209E+02    0.128294308347757613E+01   -0.212152727715158029E-01   -0.293529919482178148E+01   -0.258299408243372408E+01   -0.116701510356003297E+03
    0.100721246473063331E+04    0.282027873720862203E+02    0.126839241088984833E+01    0.245216124466374197E-03   -0.278456887940062625E+01   -0.121790093208410233E+01   -0.116646663530871677E+03
    0.983975046831794316E+03    0.265937785892335867E+02    0.126718378723388669E+01   -0.765535904159886371E-02   -0.274516586446104505E+01   -0.238848450424377390E+01   -0.116633689909929103E+03
    0.100761665725760326E+04    0.387181601392710277E+02    0.127263863605903516E+01   -0.634680660774966654E-02   -0.286592683146165905E+01   -0.213827565369500627E+01   -0.116541283027118652E+03
    0.100461885220490160E+04    0.413769860181063081E+02    0.127250278642316506E+01   -0.269227478202149761E-02   -0.264593984828037376E+01   -0.187085967465240821E+01   -0.116517474092123265E+03
    0.101015470252451814E+04    0.319454365513183092E+02    0.126990289212977547E+01   -0.486553883407103704E-02   -0.295023313204969151E+01   -0.295808325727180588E+01   -0.116417194773332682E+03
    0.101643742392967772E+04    0.220171947781895625E+02    0.128656673896218110E+01   -0.185513798506531380E-01   -0.269704615430065964E+01   -0.243093867247079709E+01   -0.116362123177499456E+03
    0.990177447306026920E+03    0.294978444715571584E+02    0.127104491726969138E+01   -0.702862552781846617E-03   -0.256993501815329495E+01   -0.207973177587206459E+01   -0.116299132561839173E+03
    0.992800349556415199E+03    0.385710946796287857E+02    0.126708083062700494E+01   -0.117725537834063587E-01   -0.260846325788165645E+01   -0.156692524638925268E+01   -0.116293111606358622E+03
    0.998168032275534983E+03    0.217262102822227803E+02    0.128064244984483144E+01   -0.453368811751320155E-01   -0.293082454236325862E+01   -0.267285581752677892E+01   -0.116270420278392436E+03
    0.994413580185605383E+03    0.336525805377668235E+02    0.127463139433866091E+01   -0.170432219377092409E-01   -0.259981075329947808E+01   -0.144970612597948323E+01   -0.116109668071012038E+03
    0.102341792480283516E+04    0.249009986686770191E+02    0.128248182699576740E+01   -0.335731717899268034E-02   -0.286625768091867483E+01   -0.174280956591495162E+01   -0.116031454959651342E+03
    0.100810622334955269E+04    0.177404712410101872E+02    0.128751350485827376E+01   -0.402245413057320533E-01   -0.298365020424030369E+01   -0.177380003420986365E+01   -0.116008028579198040E+03
    0.986810366602976046E+03    0.324295722438177165E+02    0.127730051760292307E+01   -0.219246132136818872E-02   -0.262846111008686911E+01   -0.240615148881323559E+01   -0.115960304782010468E+03
    0.101940988091721624E+04    0.228143147762173868E+02    0.128860842112548246E+01   -0.117215334401179483E-01   -0.294640930611687146E+01   -0.279614332584875580E+01   -0.115920988069601862E+03
    0.101135513557602371E+04    0.310622653891638763E+02    0.127936618512411893E+01   -0.282856617151030498E-01   -0.284692175518277812E+01   -0.135163919819165845E+01   -0.115787545320838319E+03
    0.101605725737216471E+04    0.285290370626584568E+02    0.128420035857285630E+01   -0.165808868134456056E-01   -0.269843711180540868E+01   -0.289046447872900991E+01   -0.115774743209858343E+03
    0.102095559910851750E+04    0.200960266735751283E+02    0.128538662632998624E+01   -0.686765955283386020E-02   -0.295999215967604146E+01   -0.142719388448261197E+01   -0.115632448419523911E+03
    0.991045732146080354E+03    0.341213488379697623E+02    0.127530710729739649E+01    0.582938217733275366E-02   -0.268331319867215434E+01   -0.222268353700842791E+01   -0.115598344634915748E+03
    0.999541039329897671E+03    0.339128554839075775E+02    0.127796761772900913E+01    0.212874379491490018E-02   -0.292861482409083385E+01   -0.204088637098134162E+01   -0.115487512136111832E+03
    0.100560505801686134E+04    0.178839088309000935E+02    0.127684923602499523E+01   -0.347478598047281650E-01   -0.294081397700456249E+01   -0.246113124768440228E+01   -0.115372609075883588E+03
    0.989228011538196711E+03    0.242196811448642357E+02    0.126941142667477513E+01    0.274814080168983565E-02   -0.278729768709447079E+01   -0.276384614253819194E+01   -0.115331213244100240E+03
    0.101150663755566654E+04    0.172750336814295125E+02    0.127951638740093276E+01   -0.273707003507139834E-01   -0.285190358755422801E+01   -0.196476944643484974E+01   -0.115322657477460126E+03
    0.100392418961285023E+04    0.171746487506400882E+02    0.128099809387597841E+01   -0.434573838426128845E-01   -0.298142276221138669E+01   -0.122140815541351877E+01   -0.115269726673444993E+03
    0.101681680768590616E+04    0.222456086957901427E+02    0.128511776026869384E+01   -0.252156309929421063E-01   -0.299178006474209646E+01   -0.236975940922543771E+01   -0.115211435010667046E+03
    0.983079073361796759E+03    0.205167355486886009E+02    0.127647889559790517E+01   -0.228648351687521512E-01   -0.281554901726685269E+01   -0.211060245904561672E+01   -0.115142272443736402E+03
