    0.883120631106528776E+03    0.495187948485468183E+02    0.936680810034554834E+00   -0.321310167490298504E-01   -0.106135321581832764E+01   -0.150569836575653260E+01   -0.118118666062393686E+03
    0.874477752734773617E+03    0.461719886732164397E+02    0.931671123706636739E+00    0.704941513882317849E-02   -0.151436785817772113E+01   -0.193561229408446578E+01   -0.117723729814798148E+03
    0.903215331907659561E+03    0.328729684733951402E+02    0.939293723245844481E+00   -0.544799197250915856E-01   -0.146254050074489683E+01   -0.208831946176603633E+01   -0.117672427795924250E+03
    0.870591964446958059E+03    0.573756739666360005E+02    0.925619758348819932E+00   -0.128517417699709480E-01   -0.131878318651682491E+01   -0.268112549573310366E+01   -0.117369148054762377E+03
    0.889642167702752886E+03    0.465796662409227693E+02    0.922966581366601591E+00    0.326388608601346775E-02   -0.147550335816011247E+01   -0.197169960143224188E+01   -0.117367451337918396E+03
    0.923257790229912871E+03    0.531605817366738904E+02    0.929050852033445285E+00   -0.231853691088146352E-01   -0.136363341463966758E+01   -0.204391094588921174E+01   -0.117318949782051490E+03
    0.883606787873969552E+03    0.404202729107491621E+02    0.936438064093909950E+00    0.538141601417496673E-02   -0.159719273557304864E+01   -0.213667823625220210E+01   -0.117117710731110577E+03
    0.894564325249179547E+03    0.627355138475502585E+02    0.936925381066158858E+00   -0.393028131532213720E-02   -0.102935789339409189E+01   -0.114287322796498092E+01   -0.117087230228998365E+03
    0.890706409474281145E+03    0.622079610299903578E+02    0.923511150033599182E+00   -0.331848001143226767E-01   -0.130694882378570543E+01   -0.193182596415421681E+01   -0.116859602492951154E+03
    0.906960528446462945E+03    0.687460034487322105E+02    0.923677826375304378E+00   -0.208590763375551269E-01   -0.118090243193077837E+01   -0.282133810091272341E+01   -0.116756471131283604E+03
    0.882613119003624547E+03    0.361350138212228345E+02    0.935595558912359015E+00   -0.384299943233512575E-01   -0.153065693380630896E+01   -0.192508857519980547E+01   -0.116753884882058031E+03
    0.911540790841653461E+03    0.602456910266683536E+02    0.937772578287599301E+00   -0.116778203030787342E-01   -0.106467264731534117E+01   -0.290389060266747423E+01   -0.116726150360074641E+03
    0.909394795383348878E+03    0.483979515416654635E+02    0.924636836038214560E+00   -0.637042635064322127E-02   -0.142136063631220022E+01   -0.192388417248215404E+01   -0.116700906111125803E+03
    0.885430179144173621E+03    0.643935185034652875E+02    0.924777296564484819E+00    0.722501106774231516E-02   -0.124740059082297683E+01   -0.163135201314520861E+01   -0.116665728444552371E+03
    0.900893498566586345E+03    0.626081976093237387E+02    0.936214380281607417E+00   -0.151195092913050111E-01   -0.106810217763072934E+01   -0.241449003342874402E+01   -0.116555753912723389E+03
    0.898203612792380000E+03    0.561435018107725625E+02    0.919985467562437487E+00   -0.278848273853364859E-01   -0.138033165020737569E+01   -0.109842171739975525E+01   -0.116492195949578701E+03
    0.905634259507840397E+03    0.529376166703534992E+02    0.941687908484614922E+00   -0.346295825037779004E-02   -0.105705152055161777E+01   -0.175749202583443664E+01   -0.116383791993342527E+03
