luminosity_distance KNphi inclination_EM KNtimeshift log10_mej_dyn log10_mej_wind Ebv log_likelihood log_prior
958.2169558882654 60.43297560050058 1.4851389332122644 -0.037483947181236044 -1.1458443082300924 -1.5970362221874044 0.0 -119.18831061886338 -14.94005008208073
963.0471307492633 47.621727337501966 1.4946076006159896 -0.041058166735074675 -1.338649139662981 -2.7020357047104073 0.0 -119.02975730686038 -14.932710361306443
958.3096230793386 41.2448099002858 1.4998035731529058 -0.008339940108637034 -1.585790769470088 -1.2273706804416329 0.0 -118.69160784578014 -14.938772594558086
961.2982051893423 50.92408837665421 1.5005318539987123 -0.03398551141004824 -1.3092682060720722 -2.1889278841806403 0.0 -118.15558336373083 -14.934650152530228
962.1880551931918 52.51244826818212 1.496528269395722 -0.03497417420754578 -1.2001754091473873 -1.8540658839060216 0.0 -117.13730962321907 -14.933731190169738
970.6241568225303 65.34959423576578 1.4798688980081525 -0.021264593348556682 -1.169462395594936 -2.8481053424535476 0.0 -117.07885695010391 -14.923725162840386
966.2134561988353 61.398819675471195 1.4804375123236595 -0.0248216332878739 -1.2288501043322055 -1.8490746979367862 0.0 -116.94878988320286 -14.929609301982378
963.6850888409814 59.48901783232953 1.4828629228774015 0.002094868439786346 -1.2167321421024202 -2.7992710927087656 0.0 -116.94648432178926 -14.932811698781228
972.548969125642 54.53682432740325 1.5005797939250143 -0.0005284427401961445 -1.3496655139616252 -1.9740489255746112 0.0 -116.91413249625569 -14.91947384994689
953.7231444695556 58.719674276174814 1.4887337343041713 -0.009523287860737195 -1.0882069137641657 -1.7762581573375558 0.0 -116.68910919038102 -14.945902399558205
956.5628796755129 73.82736747296246 1.4839436924382678 -0.025377785461687452 -1.0932546281156923 -2.9636715306914954 0.0 -116.62043562997746 -14.942414214858971
962.3823718546433 58.27437626386271 1.4972952246914375 -0.03346479728638485 -1.186150323352133 -2.4329052061675265 0.0 -116.60904285114806 -14.933410650951874
963.199878081002 66.5086015749282 1.4803490790946434 -0.023687428781005382 -1.3754681312311408 -2.909749984937529 0.0 -116.5786240814729 -14.93369404323586
960.0321161662439 67.19296244590507 1.4866401822106892 -0.032725212454288055 -1.0320181884676038 -1.0625519423250993 0.0 -116.56443337130007 -14.937447415561088
978.9309807229597 61.73638137903056 1.4953063892740226 -0.014723719880609831 -1.2267291389090085 -1.8329711060547746 0.0 -116.54159372766279 -14.911357185156936
962.0606312454829 53.36203088231761 1.492426029133264 0.00016793360148792402 -1.5595099895152076 -1.0169984489818458 0.0 -116.49042566477587 -14.934217885336885
956.5427846733339 72.10618658189382 1.4915455684964256 -0.0020121379702957576 -1.219836207034794 -1.2700331685330533 0.0 -116.47513672674151 -14.941808906529635
968.3550883290956 52.90865408734073 1.4939717293349544 -0.014998347441319115 -1.5302418757841885 -1.9999246729357023 0.0 -116.45510105309175 -14.925588561546478
958.8247672278048 44.11252522237938 1.4951464199153073 -0.007430622267357023 -1.5118250974501934 -1.497630730741701 0.0 -116.3949297976082 -14.938411727790974
953.135681124275 63.381008086495825 1.4969037339165632 0.0034986440405728736 -1.1073641888802572 -1.420274062802627 0.0 -116.29387851281069 -14.946071461421369
958.941915503012 66.44065014492134 1.4986828610102783 -0.007089290355737354 -1.106386833744895 -1.020266484361001 0.0 -116.29054123811613 -14.937990184983976
978.7614260977831 68.29980282294193 1.4888257395572044 -0.004807064985296039 -1.114981556986141 -2.481055926357258 0.0 -116.24264381535178 -14.912093369882713
953.2731508893492 71.85264975662867 1.4778294631507876 -0.003864449961891392 -1.147908568689417 -2.385796882439331 0.0 -116.19366730453072 -14.947477570662713
965.6541219190922 65.5085189616392 1.4794566217248426 0.002260385302218282 -1.220092369069196 -1.8055774779989089 0.0 -116.1676340894413 -14.930454020390842
972.252316099939 69.50501199773994 1.4843620284901107 0.004008709827714174 -1.1183185011087204 -2.130230094213971 0.0 -116.0167869535577 -14.921143767653156
957.8503353564887 56.24893624780886 1.48873250095173 -0.01333783952169254 -1.1190084298559202 -1.6491884421381404 0.0 -116.01545324831537 -14.940248657720492
951.0436766685665 57.28823919193275 1.4927474137557022 -0.011986984699699832 -1.2104369343227939 -1.6319322085535504 0.0 -115.99110512130369 -14.9492687040338
966.8517841235183 73.7787991745337 1.4790269563870122 -0.02791008972577602 -1.195259906236242 -2.5892466041877085 0.0 -115.9507881056804 -14.928876768713097
971.024957536077 58.09507214541404 1.490919163093465 -0.017037335881211257 -1.0815390940541825 -1.461794253513482 0.0 -115.9363534641268 -14.922241541469356
973.731069844986 54.92173784575818 1.493386322867948 -0.034840628395473416 -1.3079486359560883 -2.1854398681119087 0.0 -115.89332746614241 -14.918425418891287
963.4680329613066 53.02143342003324 1.486611528591317 -0.026804286956623624 -1.416852797325609 -2.341880641706106 0.0 -115.88575311640709 -14.932782389604293
964.2081077346135 73.59986116873313 1.485876315322608 -0.02534745776086278 -1.2215916672777258 -2.996005963888501 0.0 -115.86617332053328 -14.931842321095127
960.1891730641418 50.050189062380646 1.4892555917664685 -0.023990015313208435 -1.3443541559649324 -1.2175965184965807 0.0 -115.83901093502413 -14.93701639112203
976.4954747031682 66.25916772034886 1.4926166371917995 -0.0023204248647090697 -1.0637081540636077 -2.519455206441423 0.0 -115.78989681341818 -14.914799736409675
956.3146486855804 68.90039348694782 1.4777872890552737 -0.008583910046413568 -1.1638900577480313 -2.2594846602526806 0.0 -115.7563660386572 -14.943309109826819
