,jd,mag,mag_unc,filter,limmag,programid
0,44244.100219363965,98.14463789737883,0.1,g,inf,0.0
1,44244.100219363965,117.20625416098402,0.1,i,inf,0.0
2,44244.100219363965,267.04155363335207,0.1,r,inf,0.0
3,44244.600219363965,31.123614101448364,0.1,g,inf,0.0
4,44244.600219363965,26.751509715332702,0.1,i,inf,0.0
5,44244.600219363965,43.71501079979643,0.1,r,inf,0.0
6,44245.100219363965,31.083311475382004,0.1,g,inf,0.0
7,44245.100219363965,27.356900546330674,0.1,i,inf,0.0
8,44245.100219363965,44.50325552581924,0.1,r,inf,0.0
9,44245.600219363965,19.991310390602425,0.1,g,inf,0.0
10,44245.600219363965,23.838067533915485,0.1,i,inf,0.0
11,44245.600219363965,59.80723263248727,0.1,r,inf,0.0
12,44246.100219363965,12.588532107079654,0.1,g,inf,0.0
13,44246.100219363965,6.897915564834727,0.1,i,inf,0.0
14,44246.100219363965,45.87990673660926,0.1,r,inf,0.0
15,44246.600219363965,5.572637289067853,0.1,i,inf,0.0
16,44246.600219363965,33.19799391351224,0.1,r,inf,0.0
17,44246.600219363965,13.870696715897786,0.1,g,inf,0.0
18,44247.100219363965,26.36585434104056,0.1,r,inf,0.0
19,44247.100219363965,16.136820019769385,0.1,g,inf,0.0
20,44247.100219363965,8.332387106993483,0.1,i,inf,0.0
21,44247.600219363965,28.94269366777345,0.1,r,inf,0.0
22,44247.600219363965,19.219082583418377,0.1,g,inf,0.0
23,44247.600219363965,13.147069002153314,0.1,i,inf,0.0
24,44248.100219363965,27.55842695707447,0.1,r,inf,0.0
25,44248.100219363965,20.183166239784303,0.1,g,inf,0.0
26,44248.100219363965,19.143880679362205,0.1,i,inf,0.0
27,44248.600219363965,28.743905361320465,0.1,r,inf,0.0
28,44248.600219363965,20.73475786897721,0.1,g,inf,0.0
29,44248.600219363965,24.155479082187675,0.1,i,inf,0.0
30,44249.100219363965,29.466013754574615,0.1,r,inf,0.0
31,44249.100219363965,27.940796064649682,0.1,i,inf,0.0
32,44249.100219363965,20.375189916797883,0.1,g,inf,0.0
33,44249.600219363965,32.976760498200115,0.1,i,inf,0.0
34,44249.600219363965,31.625266962409793,0.1,r,inf,0.0
35,44249.600219363965,19.610597697247062,0.1,g,inf,0.0
36,44250.100219363965,37.69855785833154,0.1,i,inf,0.0
37,44250.100219363965,40.17794627081852,0.1,r,inf,0.0
38,44250.100219363965,20.958653527338576,0.1,g,inf,0.0
39,44250.600219363965,41.84060292261587,0.1,i,inf,0.0
40,44250.600219363965,47.84541867151345,0.1,r,inf,0.0
41,44250.600219363965,20.359843959144307,0.1,g,inf,0.0
42,44251.100219363965,47.09098208044379,0.1,i,inf,0.0
43,44251.100219363965,56.86129607655541,0.1,r,inf,0.0
44,44251.100219363965,21.64548350880184,0.1,g,inf,0.0
45,44251.600219363965,65.58888350073534,0.1,r,inf,0.0
46,44251.600219363965,20.279406671031442,0.1,g,inf,0.0
47,44251.600219363965,52.82458610718123,0.1,i,inf,0.0
48,44252.100219363965,20.074937203973498,0.1,g,inf,0.0
49,44252.100219363965,57.767615120645864,0.1,i,inf,0.0
50,44252.100219363965,73.07524978997859,0.1,r,inf,0.0
51,44252.600219363965,20.648322683170438,0.1,g,inf,0.0
52,44252.600219363965,62.62487179915261,0.1,i,inf,0.0
53,44252.600219363965,82.59412095258553,0.1,r,inf,0.0
54,44253.100219363965,20.750165095503004,0.1,g,inf,0.0
55,44253.100219363965,66.7821393660462,0.1,i,inf,0.0
56,44253.100219363965,89.84611315333092,0.1,r,inf,0.0
57,44253.600219363965,21.751797142824973,0.1,g,inf,0.0
58,44253.600219363965,71.17155333710706,0.1,i,inf,0.0
59,44253.600219363965,98.5980447209695,0.1,r,inf,0.0
60,44254.100219363965,75.25697299755876,0.1,i,inf,0.0
61,44254.100219363965,101.80456970180643,0.1,r,inf,0.0
62,44254.100219363965,20.488987067059497,0.1,g,inf,0.0
63,44254.600219363965,106.05573287166862,0.1,r,inf,0.0
64,44254.600219363965,21.36335831455839,0.1,g,inf,0.0
65,44254.600219363965,79.22629397680211,0.1,i,inf,0.0
