

    0.106977638725036790E-98    0.685269348675912511E+03    0.760282202969536797E+03    0.388733862023448040E+02    0.149006685433339792E+01   -0.113149955631167032E+00   -0.284702663237041520E+01   -0.279570286950710090E+01
    0.116020992139269216E-98    0.685103139800496137E+03    0.798388018268735550E+03    0.204252539468766301E+02    0.148411451968125463E+01   -0.212152171287460556E+00   -0.159650770780634543E+01   -0.140871128295548864E+01
    0.117375658311932807E-98    0.685076016741131411E+03    0.834871649157281354E+03    0.406932649625031146E+02    0.147997598950757658E+01   -0.106334728228910658E+00   -0.121394592569944137E+01   -0.173369621419680975E+01
    0.200631890752839932E-98    0.683999925903947428E+03    0.753946965397457575E+03    0.730678125961081548E+02    0.145420871465530310E+01   -0.183269821354393736E+00   -0.128452798180111527E+01   -0.154134579404824756E+01
    0.287906879320540908E-98    0.683273689149081292E+03    0.866766045213150051E+03    0.208700523952590054E+02    0.145521432761352298E+01   -0.147172463990050240E+00   -0.227204531510810037E+01   -0.110535262053045802E+01
    0.300346577677718111E-98    0.683185182949831869E+03    0.585427711344210138E+03    0.512951204469663580E+02    0.145028099158567203E+01    0.280653163162418728E-01   -0.267733627395652229E+01   -0.130574749192582185E+01
    0.387535641579262099E-98    0.682671535187734207E+03    0.664405902903898095E+03    0.716164123223448144E+02    0.149645863906817911E+01   -0.429712597435962795E-01   -0.151743172548281890E+01   -0.163550471690571286E+01
    0.388376266192197074E-98    0.682663295327521951E+03    0.612499277242501876E+03    0.246734423622197454E+02    0.147898941098885706E+01    0.397114856289046969E-01   -0.239224685497919953E+01   -0.225421924953515429E+01
    0.391197950346952850E-98    0.682644910935904591E+03    0.660372228067879291E+03    0.241623692501498795E+02    0.144498179462190746E+01   -0.205404996760960579E+00   -0.215817072195627979E+01   -0.208147681973155230E+01
    0.402106303243914911E-98    0.682585999104215375E+03    0.907614752407807714E+03    0.295597705289299171E+02    0.147019042100540909E+01   -0.185306377321788673E+00   -0.191429955968737264E+01   -0.121902135732348249E+01
    0.463520516214579004E-98    0.682297824537991801E+03    0.586760884627225892E+03    0.598940099668052213E+02    0.144532492200580709E+01   -0.938835755594835675E-01   -0.150513721918401266E+01   -0.105867612775403219E+01
    0.475836330753394932E-98    0.682241471679102006E+03    0.840348355781200894E+03    0.567755161199459621E+02    0.147736965868596148E+01   -0.175706594980430175E+00   -0.112842703781657905E+01   -0.168404219445104730E+01
    0.569450493245125229E-98    0.681878369635603462E+03    0.786846639762753284E+03    0.267816611388590289E+02    0.147851164803114465E+01   -0.231866158846621762E+00   -0.178073085382485141E+01   -0.187243209823463408E+01
    0.887261635276129637E-98    0.680987527272789634E+03    0.821533639977784105E+03    0.294190932009817629E+02    0.148796888776170899E+01   -0.627585153937508800E-01   -0.164236398875298262E+01   -0.294604945095874404E+01
    0.107849628795596707E-97    0.680593254785469412E+03    0.870639929797194327E+03    0.630072117159279799E+02    0.145171764617295307E+01   -0.125419366004611232E+00   -0.187568537012352077E+01   -0.145534829663792542E+01
    0.193547288251506488E-97    0.679419780664728137E+03    0.786890383205267540E+03    0.745064004358290504E+02    0.147122086962730281E+01   -0.104838263881659399E+00   -0.146503774832922140E+01   -0.192995020656613381E+01
    0.195540230187382791E-97    0.679395385868881363E+03    0.632259309837124761E+03    0.714036312208823460E+02    0.141922071535330496E+01   -0.100453486372686251E+00   -0.109067716287644023E+01   -0.266716600904331269E+01
    0.241665026536160656E-97    0.678967906738578222E+03    0.893372181873105433E+03    0.446268357575029597E+02    0.146480944423686843E+01   -0.188678034380727944E+00   -0.162287931072521641E+01   -0.135077925900865181E+01
    0.278486190217316195E-97    0.678680368703722252E+03    0.803355070301002456E+03    0.518520513542042849E+02    0.148301755986170614E+01   -0.122598374616781136E+00   -0.130286792051430367E+01   -0.148367521750077080E+01
    0.368969695088406106E-97    0.678113770370339125E+03    0.763234474576512184E+03    0.210596739709399507E+02    0.151958454089683070E+01   -0.102489913081034167E-01   -0.241606626544793190E+01   -0.225172828292890470E+01
    0.423082070608320589E-97    0.677836160786256755E+03    0.774262067419117102E+03    0.237004032297234986E+02    0.147055803159663379E+01   -0.361430431864975255E-01   -0.292107005177765799E+01   -0.148545028335316354E+01
    0.555250243864649322E-97    0.677288549093466713E+03    0.871348821599360463E+03    0.342995523705061487E+02    0.145241103571657137E+01   -0.245077371008695311E+00   -0.194345836270221595E+01   -0.110716098324442869E+01
    0.627575252402546043E-97    0.677039753471485255E+03    0.583436921584066567E+03    0.460432381762677352E+02    0.146260384385977571E+01   -0.903164991619118673E-01   -0.191182076055134176E+01   -0.199914946863218046E+01
    0.641230551940413783E-97    0.676992796262077491E+03    0.844394520613390455E+03    0.213725838948407585E+02    0.146773674354990424E+01   -0.128309484108955374E+00   -0.276452471807014888E+01   -0.242566394470063340E+01
    0.717483701740526575E-97    0.676764167683348433E+03    0.769452190778563477E+03    0.409183512502954798E+02    0.149346554767365758E+01   -0.100786136221131750E+00   -0.107724521149134667E+01   -0.174662726411886893E+01
    0.924516470433900361E-97    0.676253220165065613E+03    0.825289179493868232E+03    0.435270403809104351E+02    0.149733667318834329E+01   -0.897972343489472635E-01   -0.183763733694528164E+01   -0.237114487398632612E+01
    0.166519917524353208E-96    0.675072455607349639E+03    0.807241748038342735E+03    0.387976585914331480E+02    0.144605659154166921E+01   -0.168534506684478336E+00   -0.194558628742307027E+01   -0.254142207006537335E+01
    0.279890307620118635E-96    0.674029983675598942E+03    0.790070577464141593E+03    0.380474559157959504E+02    0.147705378234284512E+01   -0.166747168878911278E+00   -0.134089165256478604E+01   -0.123456615968037053E+01
    0.325986665756704228E-96    0.673721160005536717E+03    0.678562183673726622E+03    0.567567332924142391E+02    0.141903532069768712E+01   -0.117000369805873472E+00   -0.131571352482648041E+01   -0.277856942976665566E+01
    0.394978517839508241E-96    0.673333303955011957E+03    0.833239326131877419E+03    0.369894873920927765E+02    0.149655479000519742E+01   -0.124073085376974035E+00   -0.130179718116407761E+01   -0.195214962277464377E+01
    0.451011196128525612E-96    0.673064076132797027E+03    0.772321240377080812E+03    0.537579445883696039E+02    0.145781737590236671E+01   -0.181845549571884924E+00   -0.247055333566948221E+01   -0.207303526923017101E+01
    0.633191620911164861E-96    0.672381608021437160E+03    0.841041391978724960E+03    0.278318514017163459E+02    0.144982115476609152E+01   -0.183567156028664247E+00   -0.193175523152709205E+01   -0.290278733842987835E+01
    0.871434357012622474E-96    0.671738966880865746E+03    0.852012209823291187E+03    0.495449486091218176E+02    0.148031841964116095E+01   -0.849855394896166239E-01   -0.214681932320805213E+01   -0.255082788075589217E+01
    0.993939431536121611E-96    0.671471989169959897E+03    0.817963927642272893E+03    0.522979242357228742E+02    0.144874356669309523E+01   -0.145763370348904076E+00   -0.230045737367174574E+01   -0.242343219416742173E+01
    0.111936744995276881E-95    0.671230397405593862E+03    0.860694517701330483E+03    0.170325255200118946E+02    0.149648583670039392E+01   -0.170872742121841004E+00   -0.281537122826348174E+01   -0.116420447816246964E+01
    0.112001259094829515E-95    0.671225338799135329E+03    0.709754095666321859E+03    0.656090492958345237E+02    0.143753361690649095E+01   -0.189729961583463780E+00   -0.165082814816535683E+01   -0.121175200717325637E+01
    0.116184457339097624E-95    0.671148094620170696E+03    0.877170305429978953E+03    0.386447126595307182E+02    0.148975184646134173E+01   -0.203399362071269074E+00   -0.186108453022622133E+01   -0.146580763917861279E+01
    0.231482293239003063E-95    0.669765539758410455E+03    0.786290290001929179E+03    0.458038581173532648E+02    0.145465124894099662E+01   -0.209274853425505336E+00   -0.169859345682051344E+01   -0.192591294184422024E+01
    0.255600922737992275E-95    0.669563405610269569E+03    0.802523233827325612E+03    0.510164172424900570E+02    0.148117382607346548E+01   -0.778559404459411297E-01   -0.197282124095119316E+01   -0.108949221669493457E+01
    0.294774797309105728E-95    0.669274310693734833E+03    0.875259310588773701E+03    0.272817679282063068E+02    0.148548227943332223E+01   -0.776612519105275290E-01   -0.203482881795430837E+01   -0.297955372424126086E+01
    0.296812869737677142E-95    0.669256624031429396E+03    0.837954579150862173E+03    0.407835261512411478E+02    0.145695500522126098E+01   -0.108866201353593262E+00   -0.238609345682213014E+01   -0.257794623477626050E+01
    0.304428843180543670E-95    0.669202046774024438E+03    0.585289207613022540E+03    0.625858572812885257E+02    0.141792627995935439E+01   -0.910276170814712238E-01   -0.208926178103801385E+01   -0.191794395798987649E+01
    0.310720727777699161E-95    0.669157226220774874E+03    0.686453103425988388E+03    0.505360395770403912E+02    0.147530625868478538E+01   -0.151940844606526237E+00   -0.186337544652267550E+01   -0.193667366847829236E+01
    0.402163113111985182E-95    0.668637393504769307E+03    0.813465681963041675E+03    0.670444698369292666E+02    0.146541876335500421E+01   -0.154912215106608908E+00   -0.174874432695188342E+01   -0.179896062207149465E+01
    0.409992184079084645E-95    0.668594926582845460E+03    0.837671041890509741E+03    0.563483928783057024E+02    0.148658797214531369E+01   -0.110141830473672986E+00   -0.131577911182796892E+01   -0.212449940557899186E+01
    0.651595192261616971E-95    0.667664449528750993E+03    0.726050610775585369E+03    0.473632749088424916E+02    0.150504548356829426E+01   -0.295103914686229984E-01   -0.225057064524182016E+01   -0.283514577771676457E+01
    0.707713364538738620E-95    0.667495311956690443E+03    0.802949806138581039E+03    0.217471761044221310E+02    0.150042369869010250E+01   -0.202846085481401817E+00   -0.183127890949574890E+01   -0.176155574831198214E+01
    0.860589223693113100E-95    0.667100249428489633E+03    0.731418231729056970E+03    0.747753442701423126E+02    0.143299751896212024E+01   -0.181015927412760291E+00   -0.150046867714962673E+01   -0.259184620607442096E+01
    0.860636222285573895E-95    0.667096233957254071E+03    0.726311077449406298E+03    0.241476863573566334E+02    0.147210550990825406E+01   -0.109571781904418186E+00   -0.100237863765225121E+01   -0.289786296800380994E+01
    0.866843659637697229E-95    0.667077954251135907E+03    0.674840277066635281E+03    0.279072708703290928E+02    0.146754509719709825E+01   -0.127605630296047323E+00   -0.109473031881781990E+01   -0.189129611029599332E+01
    0.902990130605203736E-95    0.666992342027845552E+03    0.847842108889565907E+03    0.187161419441128771E+02    0.149602067590248700E+01   -0.869673195589526493E-01   -0.264346768235041329E+01   -0.267164665067674711E+01
