

    0.158140317315806031E-98    0.683247014462539710E+03    0.472396064541322858E+03    0.524844515270386012E+02    0.145752377987218140E+01   -0.743320708304437971E-01   -0.211598602867012087E+01   -0.228066924117532288E+01
    0.269733091988305881E-98    0.682175207815179306E+03    0.615625411078991078E+03    0.546921318599277768E+02    0.143945273919017191E+01   -0.204522491551242025E+00   -0.144228090724196933E+01   -0.258025520745843240E+01
    0.351556105541636071E-98    0.681641428776949397E+03    0.688294669788001556E+03    0.250633198439853828E+02    0.145950081978041069E+01   -0.270110390779331855E+00   -0.112328835814202721E+01   -0.250008653179293017E+01
    0.383584983235476117E-98    0.681463138768306408E+03    0.504366245908718895E+03    0.625951730566763800E+02    0.148484188020400976E+01    0.169938155646942590E-02   -0.148599523607998396E+01   -0.114749377757462034E+01
    0.458074888370876225E-98    0.681104289543972300E+03    0.472932258802807610E+03    0.513577285831307151E+02    0.148546597671285663E+01   -0.540514297215990425E-01   -0.136231736705924500E+01   -0.141201607063126566E+01
    0.467160070939150265E-98    0.681061104732396529E+03    0.423692969890799759E+03    0.167247397119745926E+02    0.148420746304393480E+01    0.275052555932742138E-02   -0.195999605214706030E+01   -0.158535843340897120E+01
    0.539717129734502903E-98    0.680768452071952197E+03    0.446468843815058619E+03    0.388146542336721012E+02    0.145985984946610059E+01    0.309641127478443856E-01   -0.201598961944005195E+01   -0.221256819390870962E+01
    0.584776787065759734E-98    0.680604175731225610E+03    0.604429469249608701E+03    0.374695296857359779E+02    0.144748157751875461E+01   -0.218075161544008633E+00   -0.164029323571414043E+01   -0.266678712416494390E+01
    0.101861138387994493E-97    0.679490338728132542E+03    0.527126411500735685E+03    0.556786130468787803E+02    0.139208797597917222E+01   -0.144759293685801094E+00   -0.123952494986938166E+01   -0.230091744102439266E+01
    0.143596657840148314E-97    0.678799636708433809E+03    0.619229528911994521E+03    0.225573431403945186E+02    0.143627417851516426E+01   -0.241610697077852654E+00   -0.159931052459442946E+01   -0.262638273762089058E+01
    0.196021808453343862E-97    0.678173295381613343E+03    0.503258213758783540E+03    0.228068029678653161E+02    0.147313956118197575E+01    0.397521187770042417E-01   -0.145955207033316459E+01   -0.122338966173117236E+01
    0.217338220687064663E-97    0.677962931451273789E+03    0.564588871868118304E+03    0.576265859023191069E+02    0.145942612047597153E+01   -0.533689642261223618E-01   -0.178280196586450490E+01   -0.187274208849805790E+01
    0.302788747092083467E-97    0.677295864006867305E+03    0.702563169419111091E+03    0.342209372822706541E+02    0.145165572951064958E+01   -0.208698680942319026E+00   -0.101355909113345444E+01   -0.274767533406759279E+01
    0.336491115157641153E-97    0.677080884982844623E+03    0.563520880582306859E+03    0.328249717238952030E+02    0.145618150461555240E+01   -0.115835793475148385E+00   -0.221074043034798029E+01   -0.200989296112026894E+01
    0.381237289781981091E-97    0.676827278244754780E+03    0.697078700086178742E+03    0.277498059586712102E+02    0.146610888517451632E+01   -0.167078256411139936E+00   -0.150860924137207530E+01   -0.222260048637126495E+01
    0.394532413295107040E-97    0.676754813373154207E+03    0.652504516053579664E+03    0.239875185409596554E+02    0.146917953389490585E+01   -0.178876767417359028E+00   -0.141726868376132642E+01   -0.202849168670681923E+01
    0.457600499751644539E-97    0.676454316658573816E+03    0.448500452735212377E+03    0.616674655798313438E+02    0.139704486842421272E+01   -0.497388234984685873E-01   -0.207795230228897143E+01   -0.198882982182882717E+01
    0.630337924920912288E-97    0.675809891344245216E+03    0.570171911214610873E+03    0.159500150186721754E+02    0.147325186186310564E+01   -0.155191538499094506E+00   -0.207951393061629908E+01   -0.237741967830120204E+01
    0.945588222738982262E-97    0.674994882839388993E+03    0.616930466657924967E+03    0.358098119633305885E+02    0.147120881456842789E+01   -0.212441235012555740E+00   -0.117615848028416248E+01   -0.203978482789690663E+01
