luminosity_distance KNphi inclination_EM KNtimeshift log10_mej_dyn log10_mej_wind Ebv log_likelihood log_prior
583.3926062683962 37.08346000709443 0.9788418932274086 0.0019267439683847698 -1.9830064254505266 -2.7025774789723114 0.0 -120.03975371086236 -15.824888068931374
573.5383017501634 68.4890115535861 0.9615518821799421 -0.03244303067414389 -1.5784701573982791 -2.2184288783629524 0.0 -119.88904631753721 -15.862567210021357
582.2532733500127 63.909025459614824 0.9620972527130153 -0.047196885158311996 -1.5990124644240655 -1.3987805993330966 0.0 -119.07874014401781 -15.83931159721261
577.1505417757794 51.24399655884372 0.9652925791131091 -0.03966148172047168 -1.7815874901034836 -2.4540457371454756 0.0 -118.77563045716198 -15.850434074619264
587.6967869217407 42.26594393729198 0.9707716547885223 0.004228616854311085 -1.951727722411154 -2.0702736427084822 0.0 -117.95639401716053 -15.819246950226812
581.7505657080557 62.29249354884867 0.9574034219943509 -0.041894702669339035 -1.693962458071518 -1.819890246261311 0.0 -117.92717382775135 -15.843907255859671
580.7295798992068 68.62665496848979 0.9543929322143919 -0.04825464328471818 -1.8395325652896128 -1.2263141867176184 0.0 -117.89442301396133 -15.848694609896656
586.308825116798 64.78923625124968 0.9551852894161078 -0.04856776450779998 -1.9610600489163081 -1.0950231129750219 0.0 -117.75891092543833 -15.8336637551702
591.6507543636287 70.2147445924567 0.9506596636424347 -0.01139938098775839 -1.7669299392037252 -1.2725973451348174 0.0 -117.63020407164767 -15.823185028165534
574.5559850967322 67.01085881117938 0.9670849465668546 -0.02400533746614486 -1.718611341128557 -2.6080316006015587 0.0 -117.6119406661885 -15.856036221314001
591.0269570151734 59.89428294975263 0.9673882163818608 -0.038794741561990254 -1.622109612693425 -2.1847126982848724 0.0 -117.56228827327408 -15.813039957500237
600.0166982430706 45.04393343684012 0.9777894890821685 -0.01703961399701326 -1.9752660752428832 -2.3609119012629614 0.0 -117.37003770034516 -15.783219132204787
584.4752796239547 63.2863916409253 0.9689673552586653 -0.021155827423266382 -1.5553610458939766 -2.8035792385848235 0.0 -117.27781093958498 -15.828793757394477
593.5272957699134 39.77736212464462 0.9751683831319509 -0.010819269224584094 -1.9999634713402363 -1.7766593625960698 0.0 -117.24578364138969 -15.80135698822218
590.8776358339231 59.37071870754481 0.9630145804689217 -0.030666047758991954 -2.127296011663584 -1.9416618303350837 0.0 -117.24422228145434 -15.816449514541995
568.8432306557696 63.16550403277141 0.9585296070347533 -0.008655924788179892 -1.7432992147885005 -1.7784444147187903 0.0 -117.21424767740649 -15.877186215046141
585.958866076244 37.67652889826362 0.9739294616998792 -0.024572963403656667 -2.188550108624292 -1.6521571409922953 0.0 -117.10231921483273 -15.821569553526832
592.9126810058909 56.23568434073835 0.9702153634760718 -0.0009892794555783624 -1.6446199097735907 -1.4964313078325773 0.0 -117.03527169399521 -15.806293669588888
586.5819539400178 70.38200004248716 0.9544238432001059 -0.02697453619821566 -1.9480753451968045 -2.734397644655905 0.0 -116.98856994068308 -15.833499076358551
601.113210063027 50.95726832713599 0.9664768163068633 -0.009654770787474787 -1.9907454852814779 -2.1084883806805292 0.0 -116.86162136301351 -15.788192872246427
595.2960373666924 51.48244730342157 0.9680926829768706 0.007930340667691826 -2.0175894078888383 -1.5989680300066087 0.0 -116.82586314616573 -15.801706286638364
589.2015226662994 60.62465524073533 0.9619012641358656 -0.02342796893843424 -1.6258359530367934 -1.3258800408678422 0.0 -116.72372371668865 -15.821512002207232
591.1940692554755 63.79600477772793 0.9682834480674234 -0.0062272366202926754 -2.0190111936509396 -2.493857411467476 0.0 -116.58444867154688 -15.811997014052059
593.0963337588527 66.81592034314903 0.9531166370997589 -0.011878089375122691 -1.8713360053825256 -2.4483437799455525 0.0 -116.5048990299534 -15.817755638981438
582.5299062208129 41.65159475870819 0.9677681089542618 -0.03154071942731207 -2.1350812760134525 -2.2620994271942285 0.0 -116.4806405720222 -15.834664031619479
599.591714572135 63.6991675911773 0.967239621717977 0.003956729115305979 -1.7106888149160508 -1.9092211978350075 0.0 -116.30434599893078 -15.79147517041809
573.7163506031428 57.35974113042457 0.9658774380672753 0.007480923934857664 -1.7619298470475147 -2.1380091350846904 0.0 -116.29484701067386 -15.859091108635573
