luminosity_distance KNphi inclination_EM KNtimeshift log10_mej_dyn log10_mej_wind Ebv log_likelihood log_prior
882.5591545349522 27.5542043847738 0.11723994248075774 -0.20525986745735536 -2.5745290185743714 -2.199968922802053 0.0 -119.93097393147431 -17.191336580323465
668.5336593106612 19.456683986634086 0.1390491738410186 -0.04569924011279625 -2.937472229798328 -2.2684156649709344 0.0 -118.78738970798837 -17.411841669686556
843.6932975312536 16.89621324996236 0.12759722513999622 -0.3476449615430448 -2.797869029056449 -2.755818250554334 0.0 -118.58155869535155 -17.16814591340967
899.2469748623404 19.2803706837134 0.12240572914536807 -0.0480413882409354 -2.6233825943038 -2.551793768382511 0.0 -118.1183994678857 -17.12330060124842
552.398231186968 36.30245033194299 0.11928294665198391 -0.2110174889811125 -2.6829288279854824 -1.9607135017718675 0.0 -118.04435126888242 -17.850167458372972
821.3715312667229 28.822043367055144 0.11408440688117659 -0.15097613427765832 -2.770752965225637 -1.8591749298662763 0.0 -117.28729908264935 -17.31630577127886
812.1179047801891 29.63319837859693 0.11818303772827513 -0.22039368503190948 -2.7356495290186205 -2.8614666119986367 0.0 -117.26613981536391 -17.296796942328793
716.4707563033265 29.31463418244428 0.11255120349092869 -0.06792725055138837 -2.8168598110344143 -2.230142861877683 0.0 -117.12198270128675 -17.521870194071717
473.1865488403079 42.008066174180705 0.11716644433622461 0.04043304973915074 -2.7743325971772106 -1.2387514254538994 0.0 -117.01700480727129 -18.109406377111924
851.6695302777736 23.243788489854218 0.11093673425771375 -0.20068110073539502 -2.6850749793923274 -2.1840408318239435 0.0 -117.01468203576421 -17.294574102123896
668.281720442327 42.10821258325875 0.1103130702723356 0.0260860983250355 -2.460747393528913 -1.2868071460424957 0.0 -116.99721829982435 -17.642702241177066
598.7918519530639 31.905880014745794 0.11283571609719414 -0.16371678145018098 -2.7870562215495536 -2.2641660614466064 0.0 -116.63763424859211 -17.783020129749378
712.9061961172189 19.663959999598024 0.13676274827402396 -0.07848898137594262 -2.9388333671210165 -2.6312242253737903 0.0 -116.57857409938752 -17.33519594000746
493.7085260172536 51.36094074938819 0.10652404724683823 0.016191486834455482 -2.531076112641319 -2.08850191210736 0.0 -116.53232100890833 -18.137207773605613
