,jd,mag,mag_unc,filter,limmag,programid
0,44244.100220642824,70.40783639676573,0.1,g,inf,0.0
1,44244.100220642824,78.45131898728087,0.1,i,inf,0.0
2,44244.100220642824,167.96301468533565,0.1,r,inf,0.0
3,44244.600220642824,28.121917857810693,0.1,g,inf,0.0
4,44244.600220642824,25.477059115448686,0.1,i,inf,0.0
5,44244.600220642824,34.7540471166235,0.1,r,inf,0.0
6,44245.100220642824,27.365806999058876,0.1,g,inf,0.0
7,44245.100220642824,26.560095441853324,0.1,i,inf,0.0
8,44245.100220642824,35.6127967097928,0.1,r,inf,0.0
9,44245.600220642824,20.704031194987667,0.1,g,inf,0.0
10,44245.600220642824,23.698028019530184,0.1,i,inf,0.0
11,44245.600220642824,44.61328514206094,0.1,r,inf,0.0
12,44246.100220642824,16.86713495868417,0.1,g,inf,0.0
13,44246.100220642824,14.130622771958464,0.1,i,inf,0.0
14,44246.100220642824,35.09655765432574,0.1,r,inf,0.0
15,44246.600220642824,13.963885405336544,0.1,i,inf,0.0
16,44246.600220642824,28.24244021375047,0.1,r,inf,0.0
17,44246.600220642824,17.764004182720818,0.1,g,inf,0.0
18,44247.100220642824,25.16780330313245,0.1,r,inf,0.0
19,44247.100220642824,19.40292077624221,0.1,g,inf,0.0
20,44247.100220642824,15.911135812598697,0.1,i,inf,0.0
21,44247.600220642824,26.81858568391585,0.1,r,inf,0.0
22,44247.600220642824,21.292859899169418,0.1,g,inf,0.0
23,44247.600220642824,18.94396432906067,0.1,i,inf,0.0
24,44248.100220642824,25.81927119411215,0.1,r,inf,0.0
25,44248.100220642824,22.42452359636225,0.1,g,inf,0.0
26,44248.100220642824,22.490002348700816,0.1,i,inf,0.0
27,44248.600220642824,26.902452713903706,0.1,r,inf,0.0
28,44248.600220642824,22.398023419146725,0.1,g,inf,0.0
29,44248.600220642824,25.52023508277479,0.1,i,inf,0.0
30,44249.100220642824,28.013581519649097,0.1,r,inf,0.0
31,44249.100220642824,28.002742991608876,0.1,i,inf,0.0
32,44249.100220642824,22.385461855001328,0.1,g,inf,0.0
33,44249.600220642824,31.159073934362087,0.1,i,inf,0.0
34,44249.600220642824,29.7083024850637,0.1,r,inf,0.0
35,44249.600220642824,22.563166657044675,0.1,g,inf,0.0
36,44250.100220642824,33.852657421635875,0.1,i,inf,0.0
37,44250.100220642824,35.27435843796059,0.1,r,inf,0.0
38,44250.100220642824,22.887514723347845,0.1,g,inf,0.0
39,44250.600220642824,36.610302404606294,0.1,i,inf,0.0
40,44250.600220642824,40.224951624698186,0.1,r,inf,0.0
41,44250.600220642824,23.10577723963182,0.1,g,inf,0.0
42,44251.100220642824,39.881043360858605,0.1,i,inf,0.0
43,44251.100220642824,45.45220399068851,0.1,r,inf,0.0
44,44251.100220642824,23.367439507773966,0.1,g,inf,0.0
45,44251.600220642824,51.59779086279605,0.1,r,inf,0.0
46,44251.600220642824,23.330546785499532,0.1,g,inf,0.0
47,44251.600220642824,43.28751372168336,0.1,i,inf,0.0
48,44252.100220642824,23.85953662218373,0.1,g,inf,0.0
49,44252.100220642824,46.05147771535667,0.1,i,inf,0.0
50,44252.100220642824,55.307883819307705,0.1,r,inf,0.0
51,44252.600220642824,23.723992041643708,0.1,g,inf,0.0
52,44252.600220642824,49.29535039673136,0.1,i,inf,0.0
53,44252.600220642824,60.76770390114783,0.1,r,inf,0.0
54,44253.100220642824,24.52471851138877,0.1,g,inf,0.0
55,44253.100220642824,51.85097620543079,0.1,i,inf,0.0
56,44253.100220642824,64.63337858440295,0.1,r,inf,0.0
57,44253.600220642824,24.09463082439972,0.1,g,inf,0.0
58,44253.600220642824,54.39747201284833,0.1,i,inf,0.0
59,44253.600220642824,70.30588429426074,0.1,r,inf,0.0
60,44254.100220642824,56.91715220704905,0.1,i,inf,0.0
61,44254.100220642824,71.8658260669524,0.1,r,inf,0.0
62,44254.100220642824,23.686773924794256,0.1,g,inf,0.0
63,44254.600220642824,75.92526829608444,0.1,r,inf,0.0
64,44254.600220642824,24.060644698936006,0.1,g,inf,0.0
65,44254.600220642824,59.139125418317676,0.1,i,inf,0.0
66,44255.100220642824,79.82025676013058,0.1,r,inf,0.0
67,44255.100220642824,25.49199502161218,0.1,g,inf,0.0
68,44255.100220642824,61.527756334796344,0.1,i,inf,0.0
69,44255.600220642824,82.34958406585093,0.1,r,inf,0.0
70,44255.600220642824,26.22395664479426,0.1,g,inf,0.0
71,44255.600220642824,62.07079739261674,0.1,i,inf,0.0
72,44256.100220642824,86.13287338864566,0.1,r,inf,0.0
73,44256.100220642824,25.719763933284035,0.1,g,inf,0.0
74,44256.100220642824,64.14097225364141,0.1,i,inf,0.0
75,44256.600220642824,25.49045266139155,0.1,g,inf,0.0
76,44256.600220642824,65.55605776918453,0.1,i,inf,0.0
77,44256.600220642824,87.74955714779513,0.1,r,inf,0.0
78,44257.100220642824,66.70077573812955,0.1,i,inf,0.0
79,44257.100220642824,88.9244678967767,0.1,r,inf,0.0
80,44257.100220642824,25.963495319498,0.1,g,inf,0.0
81,44257.600220642824,67.82127433268202,0.1,i,inf,0.0
82,44257.600220642824,88.86457080572217,0.1,r,inf,0.0
83,44257.600220642824,25.45790999751588,0.1,g,inf,0.0
84,44258.100220642824,67.7306500647035,0.1,i,inf,0.0
85,44258.100220642824,91.52774248736709,0.1,r,inf,0.0
86,44258.100220642824,25.65503588064065,0.1,g,inf,0.0
87,44258.600220642824,68.25462507557525,0.1,i,inf,0.0
88,44258.600220642824,93.50543132858084,0.1,r,inf,0.0
89,44258.600220642824,28.571972930202204,0.1,g,inf,0.0
90,44259.100220642824,69.11148605479366,0.1,i,inf,0.0
91,44259.100220642824,28.21980879898643,0.1,g,inf,0.0
92,44259.100220642824,96.40365519519727,0.1,r,inf,0.0
93,44259.600220642824,69.12409055553098,0.1,i,inf,0.0
94,44259.600220642824,95.68408616823089,0.1,r,inf,0.0
95,44259.600220642824,25.651248536660734,0.1,g,inf,0.0
96,44260.100220642824,27.69927701674196,0.1,g,inf,0.0
97,44260.100220642824,69.10240359992216,0.1,i,inf,0.0
98,44260.100220642824,96.57003340834717,0.1,r,inf,0.0
99,44260.600220642824,27.679989550358407,0.1,g,inf,0.0
100,44260.600220642824,94.6854391661418,0.1,r,inf,0.0
101,44260.600220642824,68.9964734401282,0.1,i,inf,0.0
102,44261.100220642824,68.53222797403016,0.1,i,inf,0.0
103,44261.100220642824,26.411539832871515,0.1,g,inf,0.0
104,44261.100220642824,94.96681432723308,0.1,r,inf,0.0
105,44261.600220642824,94.02668558109892,0.1,r,inf,0.0
106,44261.600220642824,68.1342585948736,0.1,i,inf,0.0
107,44261.600220642824,29.79936569845449,0.1,g,inf,0.0
108,44262.100220642824,94.95073996094767,0.1,r,inf,0.0
109,44262.100220642824,68.69299837689469,0.1,i,inf,0.0
110,44262.100220642824,24.715060041565017,0.1,g,inf,0.0
111,44262.600220642824,67.42915846495927,0.1,i,inf,0.0
112,44262.600220642824,28.013334070552027,0.1,g,inf,0.0
113,44262.600220642824,96.09522019341591,0.1,r,inf,0.0
