,jd,mag,mag_unc,filter,limmag,programid
0,44244.100220516346,44.5064548617438,0.1,g,inf,0.0
1,44244.100220516346,48.81133014009206,0.1,i,inf,0.0
2,44244.100220516346,85.67148547730775,0.1,r,inf,0.0
3,44244.600220516346,24.43812234109337,0.1,g,inf,0.0
4,44244.600220516346,23.18999957154786,0.1,i,inf,0.0
5,44244.600220516346,26.405647728665457,0.1,r,inf,0.0
6,44245.100220516346,23.375668475650343,0.1,g,inf,0.0
7,44245.100220516346,23.42444071990847,0.1,i,inf,0.0
8,44245.100220516346,27.58154561726241,0.1,r,inf,0.0
9,44245.600220516346,20.738278907122243,0.1,g,inf,0.0
10,44245.600220516346,20.678876142496527,0.1,i,inf,0.0
11,44245.600220516346,31.44143590931394,0.1,r,inf,0.0
12,44246.100220516346,19.628147461704472,0.1,g,inf,0.0
13,44246.100220516346,17.55172379497527,0.1,i,inf,0.0
14,44246.100220516346,26.839766289180325,0.1,r,inf,0.0
15,44246.600220516346,18.237456244039706,0.1,i,inf,0.0
16,44246.600220516346,24.099930089063967,0.1,r,inf,0.0
17,44246.600220516346,20.221582296160328,0.1,g,inf,0.0
18,44247.100220516346,23.787103046740377,0.1,r,inf,0.0
19,44247.100220516346,21.37539033814911,0.1,g,inf,0.0
20,44247.100220516346,19.59124201861065,0.1,i,inf,0.0
21,44247.600220516346,24.59528619408124,0.1,r,inf,0.0
22,44247.600220516346,22.3995540617527,0.1,g,inf,0.0
23,44247.600220516346,21.285577420727552,0.1,i,inf,0.0
24,44248.100220516346,24.245969504672107,0.1,r,inf,0.0
25,44248.100220516346,23.2807532152447,0.1,g,inf,0.0
26,44248.100220516346,22.967756372013273,0.1,i,inf,0.0
27,44248.600220516346,24.786692030731825,0.1,r,inf,0.0
28,44248.600220516346,23.55393947742784,0.1,g,inf,0.0
29,44248.600220516346,24.296291731911978,0.1,i,inf,0.0
30,44249.100220516346,25.56158023037692,0.1,r,inf,0.0
31,44249.100220516346,25.792830110648804,0.1,i,inf,0.0
32,44249.100220516346,23.788737663827117,0.1,g,inf,0.0
33,44249.600220516346,27.16314429614744,0.1,i,inf,0.0
